Query_Seq_ID,Target_Seq_ID,Align_Score,Normalize_Score,Identity,Similarity
Q9BUQ8,P04150,41.5,0.01,18.46%,35.13%
Q9BUQ8,Q92522,62.5,0.02,21.77%,32.25%
Q9BUQ8,Q9UKC9,42.0,0.01,19.69%,37.87%
Q9BUQ8,O60832,85.5,0.02,21.95%,43.90%
Q9BUQ8,P15172,51.5,0.01,21.02%,35.38%
Q9BUQ8,Q14764,102.5,0.02,20.78%,32.87%
Q9BUQ8,Q6IBM8,51.5,0.01,24.32%,37.83%
Q9BUQ8,Q8NEI3,56.0,0.02,22.72%,35.79%
Q9BUQ8,A2VCT9,37.5,0.01,18.44%,31.55%
Q9BUQ8,A0PJ92,61.0,0.01,24.15%,34.78%
Q9BUQ8,Q49AS9,30.0,0.01,14.66%,36.00%
Q9BUQ8,Q6PJX3,49.5,0.02,23.80%,36.73%
Q9BUQ8,B7ZL34,70.5,0.01,19.15%,30.98%
Q9BUQ8,Q3MI39,34.0,0.01,27.77%,44.44%
Q9BUQ8,Q6IPL9,55.0,0.03,22.85%,45.71%
Q9BUQ8,Q3B891,80.5,0.02,21.10%,32.79%
Q92841,Q9UPQ9,113.5,0.01,23.10%,33.33%
Q92841,Q13148,90.5,0.03,21.59%,35.44%
Q92841,P08579,35.5,0.01,18.18%,30.68%
Q92841,O14746,71.5,0.01,26.81%,34.05%
Q92841,Q9UHB9,85.5,0.02,18.43%,31.65%
Q92841,O75940,59.5,0.02,18.92%,35.35%
Q92841,P49458,43.5,0.03,21.95%,42.68%
Q92841,P37108,42.0,0.02,21.95%,34.95%
Q92841,P61011,73.5,0.02,19.08%,31.01%
Q92841,Q96RS0,48.0,0.01,16.56%,30.33%
Q92841,P42224,66.5,0.01,18.75%,33.55%
Q92841,O43818,61.5,0.01,17.83%,32.16%
Q92841,P10155,59.0,0.01,17.39%,35.17%
Q92841,Q9H633,32.0,0.01,32.00%,40.00%
Q92841,P19474,72.5,0.02,19.58%,35.56%
Q92841,O95707,47.0,0.02,24.67%,38.96%
Q92841,P78345,54.5,0.02,19.44%,40.74%
Q92841,P37231,52.5,0.01,17.96%,33.83%
Q92841,O43251,67.5,0.02,28.91%,42.16%
Q92841,P35268,37.0,0.02,28.35%,40.29%
Q92841,P17735,61.0,0.01,20.07%,35.40%
Q92841,O95931,53.5,0.02,23.50%,32.00%
Q92841,Q9NVP2,41.0,0.02,21.02%,30.68%
Q92841,Q9BUQ8,796.0,0.19,36.14%,53.63%
Q92841,P17844,2113.0,0.59,67.54%,74.49%
Q92841,Q8IUX4,37.0,0.01,32.43%,51.35%
Q92841,Q9HCK5,59.0,0.01,16.87%,30.16%
Q92841,Q9UL18,78.0,0.01,19.02%,32.07%
Q92841,Q9H9G7,69.5,0.01,18.80%,31.41%
Q92841,P19447,107.0,0.02,18.09%,31.76%
Q92841,P35637,133.0,0.03,32.83%,44.02%
Q92841,Q15910,68.0,0.01,18.96%,32.54%
Q92841,Q15717,50.0,0.01,24.48%,33.33%
Q92841,Q01844,138.0,0.03,27.77%,35.85%
Q92841,Q96AV8,66.0,0.01,17.69%,30.21%
Q92841,P49711,67.5,0.01,20.39%,34.21%
Q92841,P38432,61.5,0.01,18.89%,29.47%
Q92841,P52943,41.5,0.01,22.72%,30.51%
Q92841,Q9UKV8,82.0,0.01,20.43%,36.13%
Q92841,Q7L014,952.5,0.21,37.37%,53.44%
Q92841,Q06787,72.5,0.02,20.16%,33.87%
Q92841,P50750,52.0,0.01,19.76%,33.33%
Q92841,P55899,49.0,0.01,19.44%,33.79%
Q92841,Q4G0J3,62.0,0.01,19.19%,34.00%
Q92841,P05455,70.5,0.02,19.41%,33.90%
Q92841,P60842,508.0,0.17,34.23%,52.02%
Q92841,Q9UBU9,68.5,0.01,19.54%,32.98%
Q92841,Q9Y6Y0,48.0,0.01,19.77%,32.09%
Q92841,Q96BK5,49.0,0.01,23.17%,32.45%
Q92841,Q96DU9,37.5,0.01,17.15%,30.65%
Q92841,Q9Y2X3,60.0,0.01,19.21%,35.43%
Q92841,P17693,42.5,0.01,20.80%,32.80%
Q92841,Q9NY12,82.0,0.03,33.33%,43.67%
Q92841,Q8TEQ6,60.0,0.01,19.34%,31.41%
Q92841,Q00839,105.0,0.02,18.38%,28.22%
Q92841,P31269,83.5,0.03,25.96%,30.28%
Q92841,Q9NV31,43.0,0.02,20.93%,38.37%
Q92841,Q96G21,39.0,0.01,20.47%,36.22%
Q92841,P07910,62.0,0.02,29.03%,37.09%
Q92841,P61978,76.5,0.02,20.24%,29.55%
Q92841,O60341,68.0,0.01,18.75%,28.12%
Q92841,P55769,44.5,0.02,23.07%,46.15%
Q92841,Q9Y4Z0,61.0,0.03,40.42%,48.93%
Q92841,Q9Y4Y9,34.5,0.02,23.07%,34.18%
Q92841,Q15233,111.5,0.03,20.88%,36.85%
Q92841,Q15788,81.0,0.01,20.50%,29.20%
Q92841,O75817,44.5,0.02,26.00%,52.00%
Q92841,Q99575,62.5,0.01,18.76%,32.03%
Q92841,P04637,72.5,0.02,18.59%,29.33%
Q92841,P17980,57.0,0.01,16.77%,32.88%
Q92841,P09874,62.5,0.01,17.70%,29.06%
Q92841,O94906,47.0,0.01,17.76%,33.33%
Q92841,Q6P2Q9,87.0,0.01,20.89%,39.30%
Q92841,Q8WXF1,129.5,0.03,20.84%,32.65%
Q92841,Q13523,60.5,0.01,15.81%,30.76%
Q92841,O43172,51.5,0.01,22.38%,39.55%
Q92841,O43447,40.0,0.02,35.29%,44.11%
Q92841,P60484,42.5,0.01,18.84%,36.23%
Q92841,O43663,109.5,0.03,20.53%,33.65%
Q92841,P11940,66.0,0.01,19.91%,34.26%
Q92841,P19338,97.0,0.02,19.79%,34.63%
Q92841,P26599,46.5,0.01,20.90%,32.15%
Q92841,P61964,49.0,0.01,19.40%,31.96%
Q92841,Q9HCJ0,72.5,0.01,20.63%,42.06%
Q92841,O75643,138.5,0.02,22.10%,36.00%
Q92841,Q8NDV7,77.5,0.01,17.97%,28.85%
Q92841,Q96PU8,66.5,0.02,23.03%,38.74%
Q92841,Q9UKL0,80.0,0.02,17.67%,31.12%
Q92841,Q13127,59.0,0.01,22.95%,34.18%
Q92841,O15042,60.5,0.01,21.27%,32.34%
Q92841,P31483,54.5,0.01,26.47%,34.31%
Q92841,Q13263,83.0,0.02,18.75%,29.27%
Q92841,Q13595,81.0,0.03,23.66%,34.37%
Q92841,Q9BUL9,61.0,0.03,22.56%,34.75%
Q92841,P78346,46.0,0.02,22.02%,38.76%
Q92841,P09234,63.0,0.03,29.50%,39.34%
Q92841,P08621,61.0,0.02,51.72%,51.72%
Q92841,P09661,48.0,0.02,21.87%,38.54%
Q92841,P09132,45.5,0.02,27.77%,50.00%
Q92841,O76094,55.5,0.01,18.46%,36.92%
Q92841,Q01130,73.0,0.03,20.30%,34.51%
Q92841,Q8N3U4,53.5,0.01,17.24%,32.34%
Q92841,Q07955,83.0,0.03,20.37%,28.67%
Q92841,O95793,69.5,0.02,20.27%,33.33%
Q92841,Q13285,51.5,0.01,23.33%,29.52%
Q92841,Q15022,72.5,0.01,21.31%,30.32%
Q92841,P16989,81.0,0.02,22.16%,32.01%
Q92841,P83876,40.5,0.02,20.00%,40.79%
Q92841,P09012,53.0,0.02,22.51%,29.80%
Q92841,Q96DI7,46.0,0.01,28.73%,39.08%
Q92841,P23246,183.5,0.04,20.57%,30.64%
Q92841,Q9Y3B4,40.5,0.02,20.93%,38.37%
Q92841,P62312,40.5,0.03,18.39%,36.78%
Q92841,Q5S007,67.5,0.00,19.27%,33.39%
Q92841,O95777,32.0,0.02,25.00%,42.30%
Q92841,Q9UK45,31.5,0.02,29.78%,48.93%
Q92841,Q969L4,32.0,0.02,24.52%,37.73%
Q92841,P83369,79.0,0.02,22.22%,32.45%
Q92841,Q9HCE1,88.0,0.01,18.10%,32.32%
Q92841,O00566,67.5,0.01,20.84%,35.09%
Q92841,Q9NZI8,55.5,0.01,18.40%,29.31%
Q92841,Q9Y6M1,76.0,0.02,18.14%,31.41%
Q92841,O00425,58.5,0.01,22.11%,32.25%
Q92841,Q7Z3B3,66.5,0.01,17.60%,28.69%
Q92841,O94992,67.0,0.02,20.43%,33.33%
Q92841,Q9Y333,30.0,0.02,16.36%,30.00%
Q92841,P62310,33.5,0.02,28.94%,39.47%
Q92841,O15116,52.0,0.03,20.76%,40.00%
Q92841,P04150,72.0,0.01,19.19%,32.82%
Q92841,Q92522,59.5,0.02,23.07%,36.75%
Q92841,Q9UKC9,66.0,0.02,18.30%,35.68%
Q92841,O60832,74.5,0.02,19.56%,34.63%
Q92841,P15172,52.0,0.02,40.00%,42.85%
Q92841,Q14764,54.5,0.01,19.40%,34.14%
Q92841,Q6IBM8,55.5,0.01,18.66%,33.56%
Q92841,Q8NEI3,46.0,0.01,16.49%,25.61%
Q92841,A2VCT9,43.5,0.02,19.48%,34.35%
Q92841,A0PJ92,45.5,0.01,15.53%,35.43%
Q92841,Q49AS9,81.5,0.03,20.56%,28.36%
Q92841,Q6PJX3,40.0,0.02,16.59%,33.19%
Q92841,B7ZL34,88.0,0.01,17.68%,32.41%
Q92841,Q3MI39,87.5,0.04,23.39%,33.33%
Q92841,Q6IPL9,41.0,0.02,21.35%,32.03%
Q92841,Q3B891,42.0,0.01,19.28%,34.64%
P17844,Q9UPQ9,74.5,0.01,21.00%,31.93%
P17844,Q13148,82.0,0.03,19.88%,30.70%
P17844,P08579,43.5,0.02,20.00%,38.00%
P17844,O14746,52.5,0.01,18.16%,29.75%
P17844,Q9UHB9,71.0,0.02,19.73%,30.54%
P17844,O75940,46.5,0.02,17.93%,35.17%
P17844,P49458,49.0,0.04,25.30%,44.57%
P17844,P37108,37.5,0.02,26.19%,40.47%
P17844,P61011,67.5,0.02,17.70%,30.83%
P17844,Q96RS0,55.5,0.01,18.68%,29.67%
P17844,P42224,54.5,0.01,21.05%,30.76%
P17844,O43818,52.0,0.01,17.98%,30.45%
P17844,P10155,52.0,0.01,24.35%,36.32%
P17844,Q9H633,28.5,0.01,23.37%,33.76%
P17844,P19474,72.5,0.02,19.54%,33.22%
P17844,O95707,46.0,0.02,23.48%,36.24%
P17844,P78345,56.5,0.02,21.96%,35.29%
P17844,P37231,40.5,0.01,19.29%,41.22%
P17844,O43251,63.0,0.02,25.20%,34.95%
P17844,P35268,38.5,0.02,20.96%,34.67%
P17844,P17735,51.0,0.01,18.06%,32.92%
P17844,O95931,44.0,0.02,19.49%,33.05%
P17844,Q9NVP2,38.5,0.02,28.00%,36.00%
P17844,Q9BUQ8,766.5,0.20,36.60%,57.51%
P17844,Q92841,2113.0,0.59,67.54%,74.49%
P17844,Q8IUX4,39.0,0.01,28.94%,47.36%
P17844,Q9HCK5,60.0,0.01,20.90%,30.64%
P17844,Q9UL18,62.0,0.01,20.42%,32.01%
P17844,Q9H9G7,73.5,0.01,18.29%,31.70%
P17844,P19447,121.5,0.03,19.81%,32.58%
P17844,P35637,99.0,0.03,27.43%,45.13%
P17844,Q15910,55.5,0.01,17.24%,28.92%
P17844,Q15717,60.5,0.02,21.12%,32.32%
P17844,Q01844,74.5,0.02,22.80%,36.40%
P17844,Q96AV8,87.5,0.02,18.57%,30.58%
P17844,P49711,56.5,0.01,24.07%,38.88%
P17844,P38432,51.0,0.01,18.95%,31.99%
P17844,P52943,39.5,0.02,19.44%,25.55%
P17844,Q9UKV8,62.0,0.01,21.41%,33.50%
P17844,Q7L014,945.0,0.22,39.95%,59.20%
P17844,Q06787,74.0,0.02,19.78%,34.75%
P17844,P50750,51.5,0.02,19.64%,36.30%
P17844,P55899,42.5,0.01,28.37%,39.18%
P17844,Q4G0J3,52.0,0.01,19.76%,34.01%
P17844,P05455,56.5,0.02,19.07%,34.53%
P17844,P60842,514.5,0.19,33.42%,53.09%
P17844,Q9UBU9,49.5,0.01,18.06%,32.20%
P17844,Q9Y6Y0,41.0,0.01,22.12%,38.93%
P17844,Q96BK5,58.5,0.02,22.43%,37.07%
P17844,Q96DU9,38.0,0.01,19.28%,32.28%
P17844,Q9Y2X3,64.0,0.02,20.54%,34.65%
P17844,P17693,42.0,0.01,18.97%,35.76%
P17844,Q9NY12,62.5,0.03,28.57%,35.06%
P17844,Q8TEQ6,57.0,0.01,20.48%,34.14%
P17844,Q00839,80.5,0.02,19.00%,30.88%
P17844,P31269,36.0,0.01,23.07%,32.05%
P17844,Q9NV31,34.0,0.01,26.22%,40.98%
P17844,Q96G21,45.5,0.02,19.00%,33.62%
P17844,P07910,49.5,0.02,23.20%,34.39%
P17844,P61978,54.5,0.01,31.70%,37.80%
P17844,O60341,51.0,0.01,18.39%,32.61%
P17844,P55769,49.5,0.03,27.69%,46.15%
P17844,Q9Y4Z0,52.5,0.03,17.64%,41.17%
P17844,Q9Y4Y9,33.0,0.02,40.90%,54.54%
P17844,Q15233,82.0,0.02,19.27%,32.19%
P17844,Q15788,59.5,0.01,16.86%,31.83%
P17844,O75817,45.0,0.02,27.27%,47.27%
P17844,Q99575,56.5,0.01,19.07%,34.02%
P17844,P04637,40.5,0.01,18.77%,31.02%
P17844,P17980,54.5,0.02,20.32%,34.22%
P17844,P09874,62.0,0.01,17.91%,33.54%
P17844,O94906,61.0,0.01,20.04%,35.08%
P17844,Q6P2Q9,76.0,0.01,19.81%,38.67%
P17844,Q8WXF1,70.5,0.02,19.66%,30.84%
P17844,Q13523,58.0,0.01,19.53%,31.19%
P17844,O43172,49.0,0.01,17.50%,35.62%
P17844,O43447,38.0,0.02,27.08%,44.79%
P17844,P60484,45.0,0.01,20.53%,33.92%
P17844,O43663,93.0,0.02,19.06%,35.25%
P17844,P11940,61.5,0.01,23.78%,36.28%
P17844,P19338,64.5,0.01,18.62%,31.78%
P17844,P26599,68.0,0.02,21.88%,33.47%
P17844,P61964,49.0,0.02,21.13%,33.33%
P17844,Q9HCJ0,70.5,0.01,21.96%,31.30%
P17844,O75643,113.0,0.01,21.74%,37.96%
P17844,Q8NDV7,80.5,0.01,20.72%,33.89%
P17844,Q96PU8,79.0,0.03,19.02%,32.60%
P17844,Q9UKL0,65.0,0.02,20.51%,34.86%
P17844,Q13127,53.5,0.01,16.99%,31.04%
P17844,O15042,62.0,0.01,19.86%,30.13%
P17844,P31483,61.5,0.02,18.15%,30.82%
P17844,Q13263,94.5,0.02,19.69%,30.58%
P17844,Q13595,58.5,0.02,27.52%,33.94%
P17844,Q9BUL9,42.5,0.02,25.00%,35.00%
P17844,P78346,41.0,0.01,19.35%,30.64%
P17844,P09234,30.0,0.01,42.85%,50.00%
P17844,P08621,52.0,0.01,19.89%,36.02%
P17844,P09661,54.0,0.02,20.84%,34.44%
P17844,P09132,49.5,0.03,38.00%,54.00%
P17844,O76094,49.5,0.01,16.66%,32.40%
P17844,Q01130,49.0,0.02,21.79%,33.33%
P17844,Q8N3U4,48.0,0.01,16.28%,29.43%
P17844,Q07955,55.5,0.02,24.17%,36.26%
P17844,O95793,72.5,0.02,18.22%,33.07%
P17844,Q13285,50.5,0.01,20.76%,36.15%
P17844,Q15022,65.5,0.01,17.55%,30.02%
P17844,P16989,46.5,0.01,21.77%,31.45%
P17844,P83876,35.0,0.02,21.58%,37.41%
P17844,P09012,40.5,0.01,27.65%,38.29%
P17844,Q96DI7,43.0,0.01,23.46%,41.83%
P17844,P23246,75.5,0.02,21.19%,35.05%
P17844,Q9Y3B4,37.5,0.02,20.27%,39.18%
P17844,P62312,37.0,0.03,19.73%,46.05%
P17844,Q5S007,67.0,0.01,17.05%,31.58%
P17844,O95777,31.0,0.02,21.34%,35.95%
P17844,Q9UK45,32.0,0.02,23.07%,42.30%
P17844,Q969L4,32.0,0.02,22.22%,51.11%
P17844,P83369,56.0,0.02,20.41%,36.33%
P17844,Q9HCE1,76.5,0.01,18.91%,34.77%
P17844,O00566,59.0,0.01,17.20%,35.48%
P17844,Q9NZI8,58.0,0.01,23.52%,33.82%
P17844,Q9Y6M1,74.5,0.02,19.48%,34.50%
P17844,O00425,48.0,0.01,18.69%,33.95%
P17844,Q7Z3B3,63.5,0.01,19.41%,32.96%
P17844,O94992,45.0,0.01,18.13%,31.08%
P17844,Q9Y333,28.0,0.02,22.50%,37.50%
P17844,P62310,37.0,0.02,24.52%,35.84%
P17844,O15116,43.5,0.02,23.59%,42.69%
P17844,P04150,74.0,0.02,19.09%,32.64%
P17844,Q92522,49.5,0.02,34.69%,48.97%
P17844,Q9UKC9,64.0,0.02,20.05%,34.18%
P17844,O60832,71.5,0.02,17.61%,30.45%
P17844,P15172,42.5,0.01,20.28%,29.71%
P17844,Q14764,53.5,0.01,18.91%,33.10%
P17844,Q6IBM8,57.5,0.01,20.27%,33.10%
P17844,Q8NEI3,48.0,0.02,19.86%,31.78%
P17844,A2VCT9,43.0,0.02,18.28%,30.85%
P17844,A0PJ92,47.0,0.01,14.21%,37.74%
P17844,Q49AS9,48.0,0.02,21.09%,31.64%
P17844,Q6PJX3,38.0,0.02,27.65%,31.91%
P17844,B7ZL34,63.5,0.01,29.34%,45.65%
P17844,Q3MI39,88.0,0.05,25.36%,34.78%
P17844,Q6IPL9,30.5,0.02,22.64%,33.96%
P17844,Q3B891,49.5,0.01,18.12%,32.43%
Q8IUX4,Q9UPQ9,36.5,0.00,28.57%,46.42%
Q8IUX4,Q13148,32.0,0.01,23.40%,42.55%
Q8IUX4,P08579,33.5,0.02,38.23%,50.00%
Q8IUX4,O14746,72.5,0.02,19.55%,31.68%
Q8IUX4,Q9UHB9,40.5,0.01,23.00%,39.82%
Q8IUX4,O75940,39.5,0.02,20.56%,35.51%
Q8IUX4,P49458,30.5,0.03,25.64%,41.02%
Q8IUX4,P37108,28.5,0.02,20.75%,37.73%
Q8IUX4,P61011,37.5,0.01,25.00%,40.90%
Q8IUX4,Q96RS0,39.0,0.01,22.22%,35.94%
Q8IUX4,P42224,50.0,0.01,22.42%,38.31%
Q8IUX4,O43818,31.0,0.01,41.17%,58.82%
Q8IUX4,P10155,42.0,0.01,19.24%,33.33%
Q8IUX4,Q9H633,40.5,0.03,33.33%,37.25%
Q8IUX4,P19474,44.0,0.01,20.93%,32.55%
Q8IUX4,O95707,28.5,0.01,21.83%,35.63%
Q8IUX4,P78345,27.5,0.01,21.21%,42.42%
Q8IUX4,P37231,46.0,0.01,18.65%,32.83%
Q8IUX4,O43251,30.0,0.01,28.57%,46.42%
Q8IUX4,P35268,26.0,0.02,23.07%,38.46%
Q8IUX4,P17735,45.5,0.02,20.15%,33.33%
Q8IUX4,O95931,44.5,0.02,19.13%,30.24%
Q8IUX4,Q9NVP2,35.5,0.02,27.77%,38.88%
Q8IUX4,Q9BUQ8,44.0,0.01,22.78%,44.30%
Q8IUX4,Q92841,37.0,0.01,28.98%,34.78%
Q8IUX4,P17844,39.0,0.01,28.94%,47.36%
Q8IUX4,Q9HCK5,40.5,0.01,18.90%,32.31%
Q8IUX4,Q9UL18,46.0,0.01,21.23%,32.74%
Q8IUX4,Q9H9G7,48.5,0.01,19.29%,32.28%
Q8IUX4,P19447,52.0,0.01,23.52%,36.60%
Q8IUX4,P35637,35.5,0.01,28.57%,42.85%
Q8IUX4,Q15910,50.0,0.01,22.26%,30.76%
Q8IUX4,Q15717,32.0,0.01,22.98%,33.33%
Q8IUX4,Q01844,35.5,0.01,29.72%,35.13%
Q8IUX4,Q96AV8,36.5,0.01,30.76%,57.69%
Q8IUX4,P49711,39.0,0.01,19.65%,32.36%
Q8IUX4,P38432,41.0,0.01,34.37%,50.00%
Q8IUX4,P52943,36.5,0.02,28.30%,33.96%
Q8IUX4,Q9UKV8,40.5,0.01,20.32%,31.70%
Q8IUX4,Q7L014,42.0,0.01,28.69%,36.52%
Q8IUX4,Q06787,37.0,0.01,22.55%,37.59%
Q8IUX4,P50750,40.0,0.01,19.23%,33.84%
Q8IUX4,P55899,34.0,0.01,18.18%,37.87%
Q8IUX4,Q4G0J3,53.5,0.02,22.29%,34.39%
Q8IUX4,P05455,35.0,0.01,22.58%,46.77%
Q8IUX4,P60842,40.5,0.01,16.61%,31.66%
Q8IUX4,Q9UBU9,41.5,0.01,20.28%,40.57%
Q8IUX4,Q9Y6Y0,39.0,0.01,18.75%,30.20%
Q8IUX4,Q96BK5,27.5,0.01,29.03%,38.70%
Q8IUX4,Q96DU9,42.0,0.02,28.37%,39.18%
Q8IUX4,Q9Y2X3,40.0,0.01,27.77%,44.44%
Q8IUX4,P17693,39.5,0.02,21.27%,32.34%
Q8IUX4,Q9NY12,31.5,0.01,53.33%,60.00%
Q8IUX4,Q8TEQ6,45.5,0.01,17.76%,29.75%
Q8IUX4,Q00839,58.0,0.01,18.21%,30.35%
Q8IUX4,P31269,30.5,0.01,21.36%,31.62%
Q8IUX4,Q9NV31,35.5,0.02,25.53%,37.23%
Q8IUX4,Q96G21,34.5,0.01,25.45%,36.36%
Q8IUX4,P07910,40.0,0.02,32.25%,64.51%
Q8IUX4,P61978,34.5,0.01,29.03%,48.38%
Q8IUX4,O60341,41.0,0.01,27.38%,32.14%
Q8IUX4,P55769,29.5,0.02,50.00%,71.42%
Q8IUX4,Q9Y4Z0,25.5,0.02,29.26%,39.02%
Q8IUX4,Q9Y4Y9,30.0,0.03,29.16%,50.00%
Q8IUX4,Q15233,41.0,0.01,20.30%,36.84%
Q8IUX4,Q15788,47.5,0.01,18.37%,31.32%
Q8IUX4,O75817,31.5,0.02,22.72%,36.36%
Q8IUX4,Q99575,45.0,0.01,33.33%,45.45%
Q8IUX4,P04637,33.0,0.01,18.69%,31.77%
Q8IUX4,P17980,39.0,0.01,25.00%,33.33%
Q8IUX4,P09874,43.0,0.01,26.66%,43.33%
Q8IUX4,O94906,52.0,0.01,20.12%,27.04%
Q8IUX4,Q6P2Q9,66.0,0.01,17.30%,29.32%
Q8IUX4,Q8WXF1,56.0,0.02,22.44%,36.22%
Q8IUX4,Q13523,36.0,0.01,22.36%,38.15%
Q8IUX4,O43172,69.0,0.02,21.34%,30.11%
Q8IUX4,O43447,30.0,0.02,21.21%,42.42%
Q8IUX4,P60484,42.0,0.01,20.49%,31.14%
Q8IUX4,O43663,38.0,0.01,24.00%,38.66%
Q8IUX4,P11940,40.0,0.01,42.10%,63.15%
Q8IUX4,P19338,33.0,0.01,22.41%,46.55%
Q8IUX4,P26599,34.0,0.01,25.49%,33.33%
Q8IUX4,P61964,41.5,0.02,20.91%,39.21%
Q8IUX4,Q9HCJ0,36.0,0.00,66.66%,77.77%
Q8IUX4,O75643,51.0,0.01,17.58%,31.15%
Q8IUX4,Q8NDV7,39.5,0.00,20.63%,28.57%
Q8IUX4,Q96PU8,33.0,0.01,42.85%,64.28%
Q8IUX4,Q9UKL0,38.5,0.01,21.05%,43.85%
Q8IUX4,Q13127,46.0,0.01,18.24%,25.61%
Q8IUX4,O15042,66.0,0.01,21.05%,33.08%
Q8IUX4,P31483,43.0,0.02,21.87%,37.50%
Q8IUX4,Q13263,51.0,0.01,18.94%,30.39%
Q8IUX4,Q13595,44.5,0.02,25.30%,36.14%
Q8IUX4,Q9BUL9,25.0,0.01,17.24%,55.17%
Q8IUX4,P78346,32.5,0.01,36.36%,45.45%
Q8IUX4,P09234,25.5,0.01,27.27%,39.39%
Q8IUX4,P08621,31.5,0.01,28.94%,39.47%
Q8IUX4,P09661,31.0,0.01,34.78%,47.82%
Q8IUX4,P09132,33.5,0.02,28.07%,43.85%
Q8IUX4,O76094,31.5,0.01,20.21%,39.36%
Q8IUX4,Q01130,28.5,0.01,23.37%,37.66%
Q8IUX4,Q8N3U4,46.0,0.01,17.54%,33.33%
Q8IUX4,Q07955,33.5,0.01,23.43%,37.50%
Q8IUX4,O95793,40.0,0.01,22.61%,38.09%
Q8IUX4,Q13285,44.5,0.01,21.37%,35.11%
Q8IUX4,Q15022,47.0,0.01,26.04%,35.41%
Q8IUX4,P16989,36.0,0.01,26.66%,35.55%
Q8IUX4,P83876,28.5,0.02,21.51%,37.97%
Q8IUX4,P09012,30.5,0.01,36.36%,45.45%
Q8IUX4,Q96DI7,55.5,0.02,26.01%,36.58%
Q8IUX4,P23246,37.5,0.01,20.26%,29.41%
Q8IUX4,Q9Y3B4,31.5,0.02,29.26%,39.02%
Q8IUX4,P62312,24.0,0.02,53.33%,66.66%
Q8IUX4,Q5S007,61.5,0.01,19.49%,31.75%
Q8IUX4,O95777,22.0,0.02,41.17%,52.94%
Q8IUX4,Q9UK45,22.5,0.02,26.66%,38.33%
Q8IUX4,Q969L4,23.5,0.02,26.08%,34.78%
Q8IUX4,P83369,32.0,0.01,34.61%,50.00%
Q8IUX4,Q9HCE1,38.0,0.01,21.55%,34.48%
Q8IUX4,O00566,42.0,0.01,28.20%,39.74%
Q8IUX4,Q9NZI8,34.5,0.01,23.88%,37.31%
Q8IUX4,Q9Y6M1,29.5,0.01,18.18%,36.36%
Q8IUX4,O00425,46.0,0.01,20.00%,31.61%
Q8IUX4,Q7Z3B3,44.0,0.01,23.72%,38.13%
Q8IUX4,O94992,35.5,0.01,23.43%,40.62%
Q8IUX4,Q9Y333,42.5,0.04,23.61%,40.27%
Q8IUX4,P62310,29.0,0.02,25.00%,50.00%
Q8IUX4,O15116,29.5,0.02,25.92%,59.25%
Q8IUX4,P04150,35.0,0.01,19.19%,33.03%
Q8IUX4,Q92522,44.0,0.02,22.58%,61.29%
Q8IUX4,Q9UKC9,29.5,0.01,26.19%,33.33%
Q8IUX4,O60832,33.0,0.01,31.03%,44.82%
Q8IUX4,P15172,41.0,0.02,21.31%,30.05%
Q8IUX4,Q14764,44.5,0.01,22.92%,32.48%
Q8IUX4,Q6IBM8,49.0,0.01,20.38%,30.57%
Q8IUX4,Q8NEI3,57.0,0.03,19.64%,32.28%
Q8IUX4,A2VCT9,38.0,0.02,20.87%,38.46%
Q8IUX4,A0PJ92,39.0,0.01,19.76%,31.73%
Q8IUX4,Q49AS9,46.0,0.02,21.18%,31.35%
Q8IUX4,Q6PJX3,40.0,0.02,22.61%,38.09%
Q8IUX4,B7ZL34,34.5,0.01,29.54%,40.90%
Q8IUX4,Q3MI39,32.5,0.02,33.33%,33.33%
Q8IUX4,Q6IPL9,26.5,0.02,63.63%,63.63%
Q8IUX4,Q3B891,40.5,0.01,27.77%,50.00%
Q9HCK5,Q9UPQ9,66.0,0.00,21.22%,30.21%
Q9HCK5,Q13148,45.0,0.01,17.52%,32.32%
Q9HCK5,P08579,46.0,0.01,26.31%,36.84%
Q9HCK5,O14746,65.5,0.01,21.63%,36.32%
Q9HCK5,Q9UHB9,75.5,0.01,18.76%,32.96%
Q9HCK5,O75940,50.5,0.02,18.22%,35.04%
Q9HCK5,P49458,36.5,0.02,21.95%,51.21%
Q9HCK5,P37108,38.0,0.02,20.51%,46.15%
Q9HCK5,P61011,73.0,0.02,18.73%,34.01%
Q9HCK5,Q96RS0,45.0,0.00,20.29%,31.18%
Q9HCK5,P42224,78.5,0.01,18.29%,32.24%
Q9HCK5,O43818,45.5,0.01,23.07%,35.25%
Q9HCK5,P10155,68.0,0.01,16.88%,31.68%
Q9HCK5,Q9H633,37.5,0.01,25.64%,37.17%
Q9HCK5,P19474,48.0,0.01,30.52%,42.10%
Q9HCK5,O95707,37.0,0.01,21.66%,31.66%
Q9HCK5,P78345,53.0,0.02,18.94%,33.42%
Q9HCK5,P37231,65.0,0.01,17.39%,32.26%
Q9HCK5,O43251,57.0,0.01,18.56%,27.54%
Q9HCK5,P35268,41.0,0.02,35.71%,52.38%
Q9HCK5,P17735,55.5,0.01,18.11%,32.94%
Q9HCK5,O95931,38.0,0.01,25.39%,41.26%
Q9HCK5,Q9NVP2,48.0,0.02,17.54%,36.84%
Q9HCK5,Q9BUQ8,53.0,0.01,18.01%,33.10%
Q9HCK5,Q92841,59.0,0.01,16.87%,30.16%
