PrId,nncid,interaction
Q9Y6M1,n339886,1
Q13148,n339888,1
Q9UKV8,n339893,1
Q9UL18,n339893,1
P35637,n339897,1
Q01844,n339897,1
Q15717,n339897,1
Q9UKV8,n339897,1
Q9UL18,n339897,1
O00425,n339901,1
Q9NZI8,n339901,1
Q9Y6M1,n339901,1
Q13148,n339911,1
Q8NDV7,n339920,1
Q9UKV8,n339920,1
Q9UL18,n339920,1
Q15717,n339925,1
O00425,n339930,1
Q9NZI8,n339930,1
Q9Y6M1,n339930,1
Q13148,n339936,1
P35637,n339948,1
O00425,n339966,1
Q15717,n339966,1
Q9NZI8,n339966,1
Q9UKV8,n339966,1
Q9Y6M1,n339966,1
Q15717,n339970,1
Q15717,n339975,1
O00425,n339976,1
Q15717,n339976,1
Q9Y6M1,n339976,1
Q9NZI8,n339984,1
Q9Y6M1,n339984,1
P35637,n339986,1
Q07955,n339986,1
Q15717,n339986,1
Q15717,n339990,1
O00425,n339993,1
Q9NZI8,n339993,1
P26599,n340002,1
P35637,n340002,1
Q15717,n340002,1
Q15717,n340006,1
P26599,n340007,1
Q13148,n340008,1
Q15717,n340008,1
O00425,n340009,1
P35637,n340009,1
Q15717,n340009,1
Q9NZI8,n340009,1
Q9Y6M1,n340009,1
B7ZL34,n340011,1
O00425,n340011,1
P35637,n340011,1
Q07955,n340011,1
Q15717,n340011,1
Q49AS9,n340011,1
Q9NZI8,n340011,1
Q9UKV8,n340011,1
Q9UL18,n340011,1
Q9Y6M1,n340011,1
O00425,n340028,1
Q13148,n340028,1
Q15717,n340028,1
Q8NDV7,n340028,1
Q13148,n340032,1
P26599,n340037,1
Q15717,n340037,1
O00425,n340048,1
Q15717,n340048,1
Q9Y6M1,n340048,1
O00425,n340049,1
P31483,n340049,1
P35637,n340049,1
Q15717,n340049,1
Q49AS9,n340049,1
Q9NZI8,n340049,1
Q9UKV8,n340049,1
Q9Y6M1,n340049,1
P26599,n340053,1
Q15717,n340066,1
O00425,n340068,1
Q07955,n340068,1
Q9NZI8,n340068,1
O00425,n340070,1
Q01844,n340070,1
P31483,n340075,1
Q15717,n340075,1
Q49AS9,n340075,1
Q13148,n340076,1
Q15717,n340094,1
O00425,n340100,1
O00425,n340108,1
P31483,n340108,1
P35637,n340108,1
Q01844,n340108,1
Q15717,n340108,1
Q49AS9,n340108,1
Q9HCE1,n340108,1
Q9NZI8,n340108,1
Q9Y6M1,n340108,1
O00425,n340115,1
P31483,n340115,1
P35637,n340115,1
Q01844,n340115,1
Q9HCE1,n340115,1
Q9NZI8,n340115,1
Q9UKV8,n340115,1
Q9UL18,n340115,1
Q9Y6M1,n340115,1
Q49AS9,n340127,1
P35637,n340129,1
Q13148,n340144,1
Q15717,n340144,1
O00425,n340156,1
P35637,n340156,1
Q15717,n340156,1
Q8NDV7,n340156,1
Q9Y6M1,n340156,1
Q15717,n340157,1
Q13148,n340159,1
Q13148,n340164,1
B7ZL34,n340183,1
Q15717,n340189,1
Q01844,n340190,1
Q13148,n340191,1
O00425,n340200,1
P35637,n340200,1
P31483,n340203,1
Q15717,n340203,1
Q9HCE1,n340203,1
Q9UKV8,n340203,1
Q9Y6M1,n340205,1
O00425,n340208,1
O00425,n340209,1
Q9Y6M1,n340209,1
O00425,n340210,1
Q9NZI8,n340210,1
B7ZL34,n340212,1
Q15717,n340212,1
Q9NZI8,n340212,1
P35637,n340232,1
Q96PU8,n340233,1
Q9UKV8,n340233,1
Q9UL18,n340233,1
Q13148,n340234,1
O00425,n340240,1
P31483,n340240,1
Q15717,n340240,1
Q49AS9,n340240,1
Q8NDV7,n340240,1
Q9HCE1,n340240,1
Q9NZI8,n340240,1
Q9Y6M1,n340240,1
O00425,n340248,1
Q15717,n340248,1
Q9UKV8,n340248,1
Q9UL18,n340248,1
Q13148,n340251,1
Q15717,n340251,1
Q13148,n340258,1
Q15717,n340258,1
P26599,n340269,1
P26599,n340270,1
Q15717,n340270,1
Q07955,n340274,1
Q01844,n340277,1
Q9NZI8,n340286,1
Q9Y6M1,n340286,1
B7ZL34,n340290,1
O00425,n340290,1
Q07955,n340290,1
Q9NZI8,n340290,1
Q9UKV8,n340290,1
Q9UL18,n340290,1
Q9Y6M1,n340290,1
Q13148,n340301,1
Q13148,n340309,1
P31483,n340312,1
Q49AS9,n340312,1
O00425,n340317,1
Q15717,n340320,1
P26599,n340398,1
Q13148,n340398,1
Q15717,n340425,1
Q9UKV8,n340425,1
P31483,n340444,1
Q49AS9,n340444,1
O00425,n340472,1
Q15717,n340472,1
O00425,n340474,1
P35637,n340474,1
Q01844,n340474,1
Q15717,n340474,1
Q49AS9,n340474,1
Q9NZI8,n340474,1
Q9Y6M1,n340474,1
O00425,n340475,1
P35637,n340475,1
Q13148,n340475,1
Q15717,n340475,1
Q8NDV7,n340475,1
Q9NZI8,n340475,1
Q9Y6M1,n340475,1
P35637,n340495,1
B7ZL34,n340509,1
O00425,n340509,1
P35637,n340509,1
Q07955,n340509,1
Q15717,n340509,1
Q49AS9,n340509,1
Q9HCE1,n340509,1
Q9NZI8,n340509,1
Q9UKV8,n340509,1
Q9UL18,n340509,1
Q9Y6M1,n340509,1
Q9Y6M1,n340517,1
O00425,n340521,1
Q15717,n340521,1
P35637,n340522,1
Q15717,n340522,1
O00425,n340523,1
P26599,n340523,1
Q15717,n340523,1
Q9UKV8,n340523,1
Q9UL18,n340523,1
Q9Y6M1,n340523,1
O00425,n340529,1
P31483,n340529,1
P35637,n340529,1
Q01844,n340529,1
Q13148,n340529,1
Q15717,n340529,1
Q49AS9,n340529,1
Q9HCE1,n340529,1
Q9NZI8,n340529,1
Q9UKV8,n340529,1
Q9UL18,n340529,1
Q9Y6M1,n340529,1
O00425,n340535,1
Q13148,n340535,1
O00425,n340537,1
Q9NZI8,n340537,1
P35637,n340540,1
Q15717,n340540,1
B7ZL34,n340549,1
O00425,n340549,1
P31483,n340549,1
P35637,n340549,1
Q15717,n340549,1
Q49AS9,n340549,1
Q9HCE1,n340549,1
Q9UKV8,n340549,1
Q9UL18,n340549,1
Q9Y6M1,n340549,1
Q13148,n340562,1
O00425,n340565,1
Q15717,n340567,1
Q8NDV7,n340576,1
Q9NZI8,n340578,1
Q9Y6M1,n340578,1
O00425,n340586,1
P35637,n340586,1
Q01844,n340586,1
Q15717,n340586,1
Q9NZI8,n340586,1
Q9Y6M1,n340586,1
P35637,n340594,1
Q9NZI8,n340594,1
P26599,n340599,1
O00425,n340604,1
P31483,n340604,1
Q01844,n340604,1
Q07955,n340604,1
Q15717,n340604,1
Q9Y6M1,n340604,1
P31483,n340626,1
Q15717,n340626,1
Q49AS9,n340626,1
Q13148,n340638,1
Q15717,n340639,1
Q13148,n340642,1
Q07955,n340648,1
O00425,n340652,1
Q13148,n340684,1
O00425,n340697,1
Q07955,n340697,1
Q9NZI8,n340697,1
Q9Y6M1,n340697,1
P26599,n340715,1
Q15717,n340728,1
P26599,n340734,1
Q15717,n340734,1
P26599,n340742,1
O00425,n340748,1
P31483,n340748,1
P35637,n340748,1
Q01844,n340748,1
Q07955,n340748,1
Q15717,n340748,1
Q49AS9,n340748,1
Q8NDV7,n340748,1
Q9NZI8,n340748,1
Q9UKV8,n340748,1
Q9UL18,n340748,1
Q9Y6M1,n340748,1
O00425,n340753,1
Q15717,n340753,1
O00425,n340754,1
P26599,n340754,1
Q15717,n340754,1
Q9HCE1,n340754,1
Q9NZI8,n340754,1
Q9Y6M1,n340754,1
Q15717,n340755,1
Q9Y6M1,n340756,1
Q96PU8,n340761,1
Q15717,n340770,1
Q15717,n340775,1
Q15717,n340779,1
Q15717,n340781,1
Q07955,n340783,1
Q15717,n340788,1
O00425,n340793,1
P31483,n340793,1
Q15717,n340793,1
Q96PU8,n340793,1
O00425,n340794,1
Q9Y6M1,n340794,1
Q13148,n340814,1
P31483,n340820,1
Q49AS9,n340820,1
Q15717,n340835,1
Q15717,n340836,1
Q49AS9,n340836,1
P26599,n340848,1
B7ZL34,n340852,1
O00425,n340852,1
P31483,n340852,1
Q15717,n340852,1
Q9HCE1,n340852,1
Q9UKV8,n340852,1
Q9UL18,n340852,1
Q9Y6M1,n340852,1
Q96PU8,n340858,1
Q07955,n340862,1
Q13148,n340870,1
Q15717,n340880,1
Q9Y6M1,n340880,1
P26599,n340887,1
O00425,n340901,1
P35637,n340901,1
Q15717,n340901,1
Q96PU8,n340901,1
Q9Y6M1,n340901,1
O00425,n340903,1
P26599,n340903,1
Q13148,n340903,1
Q15717,n340903,1
Q9NZI8,n340903,1
Q9Y6M1,n340903,1
Q01844,n340904,1
Q15717,n340904,1
Q15717,n340905,1
Q13148,n340911,1
P31483,n340921,1
P35637,n340921,1
Q07955,n340921,1
Q49AS9,n340921,1
Q07955,n340922,1
P26599,n340924,1
Q15717,n340944,1
P35637,n340950,1
P35637,n340966,1
P31483,n340970,1
Q15717,n340970,1
O00425,n340974,1
Q9NZI8,n340974,1
Q9Y6M1,n340974,1
O00425,n340980,1
Q9UKV8,n340980,1
Q9UL18,n340980,1
O00425,n340981,1
P35637,n340981,1
Q01844,n340981,1
Q15717,n340981,1
Q9HCE1,n340981,1
Q9NZI8,n340981,1
Q9Y6M1,n340981,1
P26599,n341011,1
P35637,n341011,1
Q13148,n341011,1
P26599,n341012,1
P35637,n341017,1
Q13148,n341017,1
Q15717,n341017,1
Q13148,n341034,1
O00425,n341044,1
P26599,n341044,1
P31483,n341044,1
P35637,n341044,1
Q01844,n341044,1
Q07955,n341044,1
Q13148,n341044,1
Q15717,n341044,1
Q49AS9,n341044,1
Q8NDV7,n341044,1
Q96PU8,n341044,1
Q9HCE1,n341044,1
Q9NZI8,n341044,1
Q9UKV8,n341044,1
Q9UL18,n341044,1
Q9Y6M1,n341044,1
O00425,n341049,1
P26599,n341049,1
P31483,n341049,1
P35637,n341049,1
Q01844,n341049,1
Q07955,n341049,1
Q13148,n341049,1
Q15717,n341049,1
Q49AS9,n341049,1
Q9NZI8,n341049,1
Q9UKV8,n341049,1
Q9UL18,n341049,1
P31483,n341050,1
Q15717,n341073,1
Q13148,n341076,1
Q9HCE1,n341076,1
Q13148,n341079,1
Q15717,n341081,1
O00425,n341082,1
Q07955,n341082,1
O00425,n341084,1
P35637,n341087,1
Q01844,n341087,1
Q15717,n341087,1
P35637,n341092,1
O00425,n341094,1
P35637,n341094,1
Q01844,n341094,1
Q07955,n341094,1
Q15717,n341094,1
Q9NZI8,n341094,1
Q9Y6M1,n341094,1
O00425,n341096,1
Q15717,n341096,1
Q49AS9,n341096,1
Q15717,n341097,1
Q13148,n341125,1
P26599,n341129,1
Q15717,n341142,1
B7ZL34,n341148,1
Q15717,n341148,1
Q9Y6M1,n341148,1
O00425,n341158,1
P35637,n341158,1
Q13148,n341158,1
Q15717,n341158,1
Q9NZI8,n341158,1
Q9Y6M1,n341158,1
O00425,n341180,1
Q15717,n341180,1
Q9NZI8,n341180,1
Q9UKV8,n341180,1
Q9Y6M1,n341180,1
P26599,n341205,1
Q15717,n341208,1
Q07955,n341211,1
B7ZL34,n341227,1
Q15717,n341227,1
Q07955,n341230,1
Q15717,n341234,1
Q9UKV8,n341234,1
Q9UL18,n341234,1
Q15717,n341236,1
O00425,n341238,1
Q15717,n341238,1
Q49AS9,n341238,1
Q9Y6M1,n341238,1
O00425,n341245,1
P26599,n341245,1
P31483,n341245,1
P35637,n341245,1
Q49AS9,n341245,1
Q9HCE1,n341245,1
Q9NZI8,n341245,1
Q9Y6M1,n341245,1
Q15717,n341261,1
Q9NZI8,n341261,1
O00425,n341264,1
Q13148,n341264,1
Q15717,n341264,1
Q49AS9,n341264,1
P35637,n341274,1
Q15717,n341274,1
Q9NZI8,n341274,1
P35637,n341290,1
Q07955,n341290,1
Q15717,n341290,1
Q49AS9,n341290,1
Q9NZI8,n341290,1
Q9Y6M1,n341290,1
O00425,n341291,1
P26599,n341291,1
P35637,n341291,1
Q15717,n341291,1
Q49AS9,n341291,1
Q15717,n341296,1
Q49AS9,n341296,1
O00425,n341297,1
P26599,n341298,1
Q15717,n341298,1
P35637,n341301,1
Q15717,n341302,1
Q9NZI8,n341305,1
O00425,n341308,1
Q07955,n341308,1
Q15717,n341308,1
Q9NZI8,n341308,1
O00425,n341313,1
Q9Y6M1,n341313,1
P26599,n341319,1
Q15717,n341324,1
Q9UKV8,n341324,1
Q9UL18,n341324,1
O00425,n341328,1
Q15717,n341328,1
B7ZL34,n341330,1
O00425,n341330,1
P35637,n341330,1
Q01844,n341330,1
Q15717,n341330,1
Q96PU8,n341330,1
Q9HCE1,n341330,1
Q9NZI8,n341330,1
Q9Y6M1,n341330,1
Q13148,n341334,1
Q15717,n341340,1
Q9UKV8,n341340,1
B7ZL34,n341345,1
O00425,n341345,1
Q15717,n341345,1
Q9NZI8,n341345,1
Q9UKV8,n341345,1
Q9UL18,n341345,1
Q9Y6M1,n341345,1
O00425,n341358,1
Q9NZI8,n341358,1
Q07955,n341365,1
P35637,n341368,1
Q15717,n341368,1
O00425,n341369,1
P35637,n341369,1
Q9NZI8,n341369,1
O00425,n341373,1
Q01844,n341373,1
Q15717,n341373,1
Q9Y6M1,n341373,1
P26599,n341376,1
P35637,n341376,1
Q01844,n341376,1
Q15717,n341376,1
Q9Y6M1,n341384,1
O00425,n341398,1
O00425,n341400,1
Q15717,n341400,1
Q13148,n341406,1
P26599,n341414,1
Q15717,n341417,1
O00425,n341443,1
Q9NZI8,n341443,1
P26599,n341446,1
P26599,n341449,1
Q15717,n341449,1
P35637,n341452,1
O00425,n341453,1
P35637,n341453,1
Q01844,n341453,1
Q15717,n341453,1
Q9NZI8,n341453,1
Q9Y6M1,n341453,1
O00425,n341459,1
P35637,n341459,1
Q15717,n341459,1
Q9NZI8,n341459,1
Q9NZI8,n341460,1
Q9Y6M1,n341460,1
Q15717,n341465,1
O00425,n341468,1
Q15717,n341479,1
Q9UKV8,n341479,1
Q9UL18,n341479,1
O00425,n341485,1
B7ZL34,n341486,1
O00425,n341486,1
P35637,n341486,1
Q01844,n341486,1
Q15717,n341486,1
Q49AS9,n341486,1
Q9HCE1,n341486,1
Q9NZI8,n341486,1
Q9Y6M1,n341486,1
B7ZL34,n341490,1
O00425,n341490,1
P26599,n341490,1
P35637,n341490,1
Q01844,n341490,1
Q15717,n341490,1
Q49AS9,n341490,1
Q9NZI8,n341490,1
Q9UKV8,n341490,1
Q9UL18,n341490,1
Q9Y6M1,n341490,1
Q9NZI8,n341492,1
Q9UKV8,n341492,1
Q9UL18,n341492,1
P26599,n341503,1
Q13148,n341517,1
P26599,n341518,1
P35637,n341518,1
Q13148,n341525,1
Q9NZI8,n341527,1
Q13148,n341528,1
Q15717,n341528,1
O00425,n341535,1
Q13148,n341535,1
Q9Y6M1,n341535,1
Q13148,n341542,1
Q15717,n341546,1
Q15717,n341550,1
P35637,n341556,1
Q13148,n341556,1
Q9Y6M1,n341556,1
Q15717,n341566,1
P35637,n341568,1
Q13148,n341568,1
Q15717,n341568,1
Q9HCE1,n341568,1
O00425,n341569,1
P35637,n341569,1
Q15717,n341569,1
Q9NZI8,n341569,1
Q9Y6M1,n341569,1
P35637,n341570,1
Q15717,n341570,1
Q13148,n341574,1
Q15717,n341582,1
P35637,n341587,1
Q13148,n341590,1
Q15717,n341590,1
P26599,n341592,1
Q96PU8,n341592,1
P26599,n341599,1
Q49AS9,n341599,1
P31483,n341607,1
Q49AS9,n341607,1
P26599,n341608,1
P31483,n341633,1
Q15717,n341637,1
Q13148,n341643,1
Q15717,n341643,1
Q9NZI8,n341643,1
O00425,n341646,1
Q15717,n341646,1
Q9NZI8,n341646,1
Q9Y6M1,n341646,1
Q15717,n341659,1
P35637,n341663,1
Q15717,n341680,1
Q9NZI8,n341702,1
P26599,n341704,1
Q15717,n341705,1
Q9Y6M1,n341721,1
O00425,n341723,1
Q15717,n341725,1
Q9Y6M1,n341725,1
O00425,n341727,1
P35637,n341727,1
Q15717,n341727,1
P35637,n341735,1
P35637,n341737,1
Q15717,n341737,1
O00425,n341739,1
P35637,n341739,1
Q01844,n341742,1
Q13148,n341742,1
Q15717,n341742,1
Q9Y6M1,n341742,1
O00425,n341743,1
Q15717,n341743,1
Q9NZI8,n341743,1
Q9Y6M1,n341743,1
Q13148,n341748,1
B7ZL34,n341752,1
O00425,n341752,1
P26599,n341752,1
Q15717,n341752,1
O00425,n341757,1
Q13148,n341757,1
O00425,n341760,1
Q15717,n341761,1
P35637,n341770,1
Q15717,n341770,1
Q9Y6M1,n341770,1
Q07955,n341775,1
O00425,n341783,1
P26599,n341783,1
P35637,n341783,1
Q15717,n341783,1
Q9NZI8,n341783,1
Q9UKV8,n341783,1
Q9Y6M1,n341783,1
Q15717,n341784,1
Q13148,n341786,1
Q15717,n341787,1
Q49AS9,n341809,1
Q9Y6M1,n341813,1
O00425,n341819,1
Q07955,n341819,1
Q9NZI8,n341819,1
Q9Y6M1,n341819,1
O00425,n341821,1
Q9NZI8,n341824,1
Q9Y6M1,n341826,1
Q01844,n341835,1
Q13148,n341835,1
Q15717,n341835,1
B7ZL34,n341836,1
O00425,n341836,1
P31483,n341836,1
P35637,n341836,1
Q01844,n341836,1
Q13148,n341836,1
Q15717,n341836,1
Q49AS9,n341836,1
Q8NDV7,n341836,1
Q9HCE1,n341836,1
Q9NZI8,n341836,1
Q9UKV8,n341836,1
Q9UL18,n341836,1
Q9Y6M1,n341836,1
O00425,n341846,1
Q15717,n341846,1
Q96PU8,n341846,1
Q9NZI8,n341846,1
Q9Y6M1,n341846,1
P26599,n341849,1
P35637,n341849,1
Q15717,n341849,1
Q01844,n341862,1
B7ZL34,n341873,1
Q15717,n341878,1
O00425,n341884,1
P31483,n341884,1
Q15717,n341884,1
Q9Y6M1,n341884,1
O00425,n341903,1
P35637,n341903,1
Q01844,n341903,1
Q15717,n341903,1
Q9NZI8,n341903,1
Q49AS9,n341904,1
O00425,n341937,1
Q9UKV8,n341937,1
P35637,n341941,1
Q01844,n341941,1
P35637,n341949,1
Q15717,n341956,1
O00425,n341975,1
Q15717,n341975,1
Q9Y6M1,n341975,1
P35637,n341985,1
Q13148,n341991,1
Q15717,n341993,1
O00425,n341997,1
Q9UKV8,n341997,1
Q9UL18,n341997,1
P31483,n342010,1
Q01844,n342010,1
Q15717,n342010,1
Q49AS9,n342010,1
O00425,n342029,1
Q15717,n342029,1
Q9Y6M1,n342029,1
O00425,n342030,1
P35637,n342030,1
Q01844,n342030,1
Q15717,n342030,1
Q9HCE1,n342030,1
Q9NZI8,n342030,1
Q9UKV8,n342030,1
Q9UL18,n342030,1
Q9Y6M1,n342030,1
O00425,n342041,1
Q15717,n342043,1
Q13148,n342044,1
Q07955,n342045,1
Q15717,n342045,1
Q49AS9,n342045,1
Q07955,n342046,1
Q15717,n342046,1
O00425,n342049,1
Q07955,n342049,1
Q9NZI8,n342049,1
Q9UKV8,n342053,1
Q07955,n342055,1
Q15717,n342055,1
Q49AS9,n342055,1
B7ZL34,n342056,1
O00425,n342056,1
P31483,n342056,1
P35637,n342056,1
Q01844,n342056,1
Q13148,n342056,1
Q15717,n342056,1
Q49AS9,n342056,1
Q9HCE1,n342056,1
Q9NZI8,n342056,1
Q9Y6M1,n342056,1
Q13148,n342066,1
O00425,n342077,1
Q15717,n342088,1
Q49AS9,n342088,1
Q13148,n342101,1
Q15717,n342101,1
Q9NZI8,n342101,1
O00425,n342106,1
P35637,n342106,1
Q15717,n342106,1
Q9NZI8,n342106,1
Q9Y6M1,n342106,1
P35637,n342108,1
P35637,n342115,1
P31483,n342116,1
P35637,n342116,1
Q13148,n342116,1
Q15717,n342116,1
Q49AS9,n342116,1
Q9Y6M1,n342116,1
O00425,n342118,1
P31483,n342118,1
P35637,n342118,1
Q01844,n342118,1
Q15717,n342118,1
Q49AS9,n342118,1
Q9HCE1,n342118,1
Q9NZI8,n342118,1
Q9Y6M1,n342118,1
Q13148,n342120,1
Q15717,n342129,1
P35637,n342135,1
Q01844,n342135,1
Q15717,n342135,1
Q9HCE1,n342135,1
Q9UKV8,n342135,1
Q9UL18,n342135,1
Q49AS9,n342138,1
Q15717,n342140,1
P26599,n342150,1
Q13148,n342150,1
Q15717,n342150,1
Q49AS9,n342150,1
O00425,n342157,1
P35637,n342157,1
Q01844,n342157,1
Q15717,n342157,1
Q9NZI8,n342157,1
O00425,n342158,1
Q13148,n342158,1
Q15717,n342158,1
Q13148,n342162,1
Q15717,n342162,1
Q49AS9,n342162,1
O00425,n342183,1
Q13148,n342192,1
Q15717,n342192,1
Q01844,n342195,1
Q15717,n342195,1
B7ZL34,n342202,1
O00425,n342202,1
P26599,n342202,1
Q07955,n342202,1
Q96PU8,n342202,1
Q9NZI8,n342202,1
Q9Y6M1,n342202,1
O00425,n342203,1
P26599,n342203,1
P35637,n342203,1
Q01844,n342203,1
Q07955,n342203,1
Q15717,n342203,1
Q9NZI8,n342203,1
Q9UKV8,n342203,1
Q9Y6M1,n342203,1
P26599,n342204,1
Q07955,n342204,1
Q15717,n342205,1
Q9NZI8,n342206,1
P35637,n342219,1
Q07955,n342219,1
Q15717,n342219,1
Q15717,n342226,1
P35637,n342230,1
Q01844,n342230,1
Q9NZI8,n342230,1
Q9Y6M1,n342230,1
B7ZL34,n342231,1
Q9HCE1,n342232,1
P26599,n342233,1
O00425,n342241,1
Q9Y6M1,n342241,1
Q13148,n342243,1
Q15717,n342260,1
O00425,n342265,1
P35637,n342265,1
Q15717,n342268,1
O00425,n342280,1
Q9NZI8,n342280,1
Q9Y6M1,n342280,1
Q15717,n342281,1
Q9Y6M1,n342281,1
Q9NZI8,n342283,1
Q9Y6M1,n342283,1
Q07955,n342288,1
Q13148,n342291,1
Q9Y6M1,n342292,1
Q07955,n342295,1
Q15717,n342299,1
P26599,n342313,1
Q13148,n342313,1
Q9NZI8,n342314,1
O00425,n342315,1
Q9NZI8,n342315,1
Q9Y6M1,n342315,1
Q13148,n342320,1
Q13285,n342320,1
Q9HCE1,n342320,1
O00425,n342328,1
P35637,n342328,1
Q15717,n342328,1
Q49AS9,n342328,1
Q8NDV7,n342328,1
Q9NZI8,n342328,1
Q9UKV8,n342328,1
Q9UL18,n342328,1
Q9Y6M1,n342328,1
Q13148,n342331,1
P31483,n342332,1
Q15717,n342332,1
Q49AS9,n342332,1
Q9Y6M1,n342332,1
P35637,n342336,1
Q13148,n342336,1
Q9NZI8,n342336,1
Q15717,n342344,1
P35637,n342353,1
Q01844,n342353,1
Q15717,n342353,1
Q13148,n342358,1
Q15717,n342358,1
Q9HCE1,n342359,1
Q15717,n342361,1
Q9NZI8,n342366,1
Q9Y6M1,n342366,1
Q15717,n342379,1
Q9NZI8,n342379,1
Q15717,n342386,1
B7ZL34,n342409,1
P26599,n342409,1
Q15717,n342409,1
Q15717,n342414,1
Q15717,n342420,1
O00425,n342423,1
Q15717,n342423,1
Q9UKV8,n342429,1
P26599,n342433,1
Q13148,n342433,1
Q49AS9,n342433,1
Q07955,n342434,1
Q9Y6M1,n342436,1
O00425,n342437,1
P35637,n342437,1
Q01844,n342437,1
Q07955,n342437,1
Q15717,n342437,1
Q9Y6M1,n342437,1
Q15717,n342440,1
Q15717,n342441,1
P35637,n342456,1
Q15717,n342457,1
Q15717,n342491,1
Q8NDV7,n342500,1
Q9Y6M1,n342501,1
O00425,n342503,1
Q13148,n342503,1
B7ZL34,n342541,1
Q15717,n342541,1
O00425,n342543,1
Q9NZI8,n342543,1
Q9Y6M1,n342543,1
B7ZL34,n342544,1
P35637,n342544,1
Q15717,n342544,1
Q49AS9,n342544,1
Q9UKV8,n342544,1
Q9UL18,n342544,1
B7ZL34,n342555,1
O00425,n342555,1
P26599,n342555,1
P31483,n342555,1
P35637,n342555,1
Q07955,n342555,1
Q13148,n342555,1
Q15717,n342555,1
Q49AS9,n342555,1
Q96PU8,n342555,1
Q9HCE1,n342555,1
Q9NZI8,n342555,1
Q9UKV8,n342555,1
Q9UL18,n342555,1
Q9Y6M1,n342555,1
Q07955,n342565,1
Q07955,n342566,1
P31483,n342568,1
Q15717,n342568,1
O00425,n342569,1
Q07955,n342569,1
Q49AS9,n342569,1
Q9NZI8,n342569,1
Q15717,n342570,1
O00425,n342574,1
Q07955,n342576,1
Q15717,n342576,1
Q13148,n342583,1
Q9HCE1,n342602,1
O00425,n342606,1
Q15717,n342606,1
P35637,n342610,1
P35637,n342612,1
Q15717,n342612,1
Q9UKV8,n342612,1
P31483,n342613,1
P35637,n342613,1
Q15717,n342613,1
Q07955,n342618,1
Q15717,n342622,1
Q9HCE1,n342622,1
B7ZL34,n342631,1
O00425,n342631,1
Q07955,n342631,1
Q15717,n342631,1
Q49AS9,n342631,1
Q9NZI8,n342631,1
Q9UKV8,n342631,1
Q9UL18,n342631,1
P26599,n342658,1
Q15717,n342658,1
P26599,n342660,1
P26599,n342662,1
Q07955,n342662,1
Q15717,n342662,1
Q07955,n342664,1
P26599,n342666,1
Q15717,n342666,1
Q9NZI8,n342666,1
O00425,n342669,1
Q15717,n342669,1
Q9HCE1,n342669,1
Q9NZI8,n342669,1
Q9Y6M1,n342669,1
O00425,n342671,1
Q07955,n342671,1
Q07955,n342677,1
Q07955,n342679,1
Q07955,n342687,1
Q15717,n342687,1
Q49AS9,n342687,1
Q15717,n342688,1
Q13148,n342689,1
Q9HCE1,n342695,1
P31483,n342704,1
Q13148,n342704,1
Q15717,n342704,1
Q49AS9,n342704,1
O00425,n342712,1
Q07955,n342712,1
Q15717,n342717,1
O00425,n342724,1
P31483,n342724,1
P35637,n342724,1
Q01844,n342724,1
Q07955,n342724,1
Q15717,n342724,1
Q49AS9,n342724,1
Q96PU8,n342724,1
Q9HCE1,n342724,1
Q9NZI8,n342724,1
Q9UKV8,n342724,1
Q9UL18,n342724,1
Q9Y6M1,n342724,1
O00425,n342725,1
Q07955,n342725,1
Q9HCE1,n342725,1
Q9Y6M1,n342725,1
B7ZL34,n342729,1
O00425,n342729,1
P35637,n342729,1
Q07955,n342729,1
Q15717,n342729,1
Q49AS9,n342729,1
Q9HCE1,n342729,1
Q9NZI8,n342729,1
Q9UKV8,n342729,1
Q9UL18,n342729,1
B7ZL34,n342730,1
O00425,n342730,1
Q15717,n342730,1
Q96PU8,n342730,1
Q9HCE1,n342730,1
Q15717,n342736,1
Q07955,n342756,1
O00425,n342758,1
P31483,n342758,1
Q07955,n342758,1
Q13148,n342758,1
Q49AS9,n342758,1
Q9NZI8,n342758,1
Q9UKV8,n342758,1
Q9UL18,n342758,1
Q9Y6M1,n342758,1
Q9NZI8,n342770,1
Q15717,n342776,1
Q49AS9,n342776,1
O00425,n342780,1
Q15717,n342780,1
Q9Y6M1,n342780,1
O00425,n342785,1
Q9NZI8,n342785,1
Q9UKV8,n342785,1
Q9UL18,n342785,1
Q13148,n342795,1
Q15717,n342795,1
Q49AS9,n342795,1
Q9Y6M1,n342800,1
Q07955,n342812,1
Q15717,n342812,1
O00425,n342817,1
P35637,n342817,1
Q01844,n342817,1
Q15717,n342817,1
Q49AS9,n342817,1
Q8NDV7,n342817,1
Q9HCE1,n342817,1
Q9NZI8,n342817,1
Q9Y6M1,n342817,1
Q49AS9,n342818,1
Q15717,n342827,1
Q15717,n342842,1
Q9Y6M1,n342842,1
Q01844,n342846,1
Q15717,n342846,1
Q01844,n342851,1
Q15717,n342851,1
Q9HCE1,n342851,1
O00425,n342852,1
O00425,n342856,1
Q07955,n342856,1
Q9Y6M1,n342856,1
B7ZL34,n342860,1
O00425,n342861,1
P35637,n342861,1
Q01844,n342861,1
Q15717,n342861,1
Q49AS9,n342861,1
Q9NZI8,n342861,1
Q9Y6M1,n342861,1
Q13148,n342862,1
Q13148,n342871,1
O00425,n342875,1
P35637,n342875,1
Q01844,n342875,1
Q8NDV7,n342875,1
Q9NZI8,n342875,1
Q9UKV8,n342875,1
