,ncIdentifier,prIdentifier,interaction
2910,n370618,Q01844,1
2911,n345457,Q9Y6M1,1
2912,n344758,P35637,1
2913,n346398,Q9Y6M1,1
2914,n344687,Q01844,1
2915,n383234,P35637,1
2916,n386577,Q07955,1
2917,n382037,P31483,1
2918,n382989,Q86X94,1
2919,n387063,Q15717,1
2920,n408277,Q15717,1
2921,n344652,Q49AS9,1
2922,n387010,Q07955,1
2923,n345839,Q13148,1
2924,n345527,Q15717,1
2925,n385688,Q49AS9,1
2926,n385139,Q9NZI8,1
2927,n344778,P31483,1
2928,n387060,O00425,1
2929,n381878,Q9Y6M1,1
2930,n407050,Q07955,1
2931,n346533,O00425,1
2932,n407761,Q15717,1
2933,n367182,Q15717,1
2934,n407887,O00425,1
2935,n378567,Q49AS9,1
2936,n380900,Q13148,1
2937,n345139,Q9NZI8,1
2938,n346404,Q15717,1
2939,n346398,P31483,1
2940,n381557,Q07955,1
2941,n344871,Q07955,1
2942,n385467,Q13148,1
2943,n384290,Q9NZI8,1
2944,n386118,Q07955,1
2945,n382131,Q9NZI8,1
2946,n376189,Q9NZI8,1
2947,n379466,Q9UKV8,1
2948,n346349,Q9NZI8,1
2949,n407550,Q15717,1
2950,n384353,O00425,1
2951,n377788,Q49AS9,1
2952,n382487,P26599,1
2953,n345437,O00425,1
2954,n376314,Q15717,1
2955,n381409,Q15717,1
2956,n345653,P31483,1
2957,n344709,P26599,1
2958,n410042,Q07955,1
2959,n344798,Q9UKV8,1
2960,n384209,Q9NZI8,1
2961,n384209,Q15717,1
2962,n386362,Q15717,1
2963,n368164,Q9NZI8,1
2964,n346510,O00425,1
2965,n380064,Q9HCE1,1
2966,n410143,P35637,1
2967,n386770,O00425,1
2968,n384770,B7ZL34,1
2969,n381885,Q9Y6M1,1
2970,n345117,P35637,1
2971,n344578,Q07955,1
2972,n385223,Q49AS9,1
2973,n381833,Q07955,1
2974,n346137,Q07955,1
2975,n384140,Q9NZI8,1
2976,n384212,Q15717,1
2977,n375703,Q15717,1
2978,n385787,P26599,1
2979,n385102,P26599,1
2980,n384210,Q9Y6M1,1
2981,n384496,Q9NZI8,1
2982,n385468,Q9HCE1,1
2983,n410070,Q86X94,1
2984,n381351,O00425,1
2985,n385812,P26599,1
2986,n344996,O00425,1
2987,n345781,O00425,1
2988,n371301,Q9UL18,1
2989,n371301,Q9UKV8,1
2990,n371301,Q9H9G7,1
2991,n371301,Q9HCK5,1
2992,n377660,Q15717,1
2993,n380175,Q15717,1
2994,n384536,Q15717,1
2995,n344848,Q15717,1
2996,n344664,Q15717,1
2997,n385951,P35637,1
2998,n377827,Q07955,1
2999,n344793,P31483,1
3000,n345222,Q15717,1
3001,n381280,P26599,1
3002,n374027,Q86X94,1
3003,n387718,Q9HCE1,1
3004,n371665,Q15717,1
3005,n344659,Q86X94,1
3006,n407534,B7ZL34,1
3007,n406883,P35637,1
3008,n382989,Q15717,1
3009,n382687,P35637,1
3010,n385725,Q9HCE1,1
3011,n379212,Q8NDV7,1
3012,n379212,Q9UPQ9,1
3013,n379212,Q9HCJ0,1
3014,n375522,O00425,1
3015,n384720,Q9NZI8,1
3016,n407721,Q01844,1
3017,n345433,Q15717,1
3018,n384210,P35637,1
3019,n344939,Q96PU8,1
3020,n381557,Q01844,1
3021,n384353,Q07955,1
3022,n410108,Q9UKV8,1
3023,n381280,Q49AS9,1
3024,n386343,Q9NZI8,1
3025,n383794,Q9NZI8,1
3026,n345807,Q9NZI8,1
3027,n344860,O00425,1
3028,n383211,Q15717,1
3029,n410199,Q07955,1
3030,n381793,P26599,1
3031,n376398,Q15717,1
3032,n411694,P35637,1
3033,n344793,Q49AS9,1
3034,n384393,Q15717,1
3035,n386524,P35637,1
3036,n409672,Q15717,1
3037,n363381,Q15717,1
3038,n381417,O00425,1
3039,n346537,Q9UL18,1
3040,n346537,Q9UKV8,1
3041,n346537,Q9H9G7,1
3042,n346537,Q9HCK5,1
3043,n345668,Q15717,1
3044,n410523,P35637,1
3045,n384073,Q15717,1
3046,n376590,Q49AS9,1
3047,n376473,P35637,1
3048,n367143,Q07955,1
3049,n344800,Q49AS9,1
3050,n381417,Q9UKV8,1
3051,n344868,O00425,1
3052,n345981,O00425,1
3053,n377651,Q15717,1
3054,n344748,Q07955,1
3055,n365972,Q07955,1
3056,n346167,Q15717,1
3057,n363904,Q9NZI8,1
3058,n382312,Q15717,1
3059,n386108,Q07955,1
3060,n344664,Q9NZI8,1
3061,n407311,Q15717,1
3062,n346137,Q15717,1
3063,n407114,Q9UL18,1
3064,n407114,Q9UKV8,1
3065,n407114,Q9H9G7,1
3066,n407114,Q9HCK5,1
3067,n345185,Q15717,1
3068,n345516,Q15717,1
3069,n379095,Q15717,1
3070,n370090,Q49AS9,1
3071,n381585,P31483,1
3072,n407573,Q49AS9,1
3073,n378108,Q9Y6M1,1
3074,n346426,O00425,1
3075,n378068,Q49AS9,1
3076,n346528,Q15717,1
3077,n385902,Q07955,1
3078,n367049,Q07955,1
3079,n384200,Q07955,1
3080,n382060,Q15717,1
3081,n385274,Q9UKV8,1
3082,n344814,Q9UKV8,1
3083,n373943,Q07955,1
3084,n377818,Q9Y6M1,1
3085,n379360,Q96PU8,1
3086,n387397,Q15717,1
3087,n407466,Q9HCE1,1
3088,n406336,P31483,1
3089,n407210,Q07955,1
3090,n378567,O00425,1
3091,n379406,Q15717,1
3092,n380677,Q15717,1
3093,n406144,Q15717,1
3094,n410143,Q9UKV8,1
3095,n410453,O00425,1
3096,n410885,Q15717,1
3097,n379114,Q07955,1
3098,n384573,Q9UL18,1
3099,n384573,Q9UKV8,1
3100,n384573,Q9H9G7,1
3101,n384573,Q9HCK5,1
3102,n372953,P35637,1
3103,n378353,Q13148,1
3104,n387722,O00425,1
3105,n386179,Q9NZI8,1
3106,n345185,P35637,1
3107,n376473,Q49AS9,1
3108,n383019,Q9NZI8,1
3109,n410161,Q15717,1
3110,n368624,Q49AS9,1
3111,n383509,Q15717,1
3112,n384395,Q07955,1
3113,n406134,Q9NZI8,1
3114,n385685,P35637,1
3115,n407114,Q15717,1
3116,n378414,Q96PU8,1
3117,n344814,P31483,1
3118,n383747,B7ZL34,1
3119,n378603,Q15717,1
3120,n345977,Q07955,1
3121,n407520,P26599,1
3122,n384227,O00425,1
3123,n377684,Q07955,1
3124,n409540,Q07955,1
3125,n380693,Q01844,1
3126,n363945,Q07955,1
3127,n407062,Q07955,1
3128,n378068,Q8NDV7,1
3129,n378068,Q9UPQ9,1
3130,n378068,Q9HCJ0,1
3131,n386063,Q15717,1
3132,n381011,Q15717,1
3133,n377912,Q15717,1
3134,n346311,Q07955,1
3135,n383805,Q15717,1
3136,n373563,Q15717,1
3137,n384228,Q9Y6M1,1
3138,n344748,Q15717,1
3139,n368267,Q9UKV8,1
3140,n376590,P31483,1
3141,n345670,Q49AS9,1
3142,n369876,O00425,1
3143,n386735,P31483,1
3144,n345139,Q9Y6M1,1
3145,n385707,P35637,1
3146,n368044,Q9Y6M1,1
3147,n384320,P26599,1
3148,n384624,Q15717,1
3149,n385468,Q13148,1
3150,n407937,Q15717,1
3151,n379630,Q86X94,1
3152,n378567,P35637,1
3153,n384754,Q86X94,1
3154,n345935,Q49AS9,1
3155,n346533,Q9UKV8,1
3156,n365866,Q15717,1
3157,n344462,Q15717,1
3158,n344601,Q15717,1
3159,n384480,Q15717,1
3160,n377834,Q9UKV8,1
3161,n385727,O00425,1
3162,n386315,P31483,1
3163,n375857,Q15717,1
3164,n378108,P35637,1
3165,n346396,Q07955,1
3166,n386391,Q07955,1
3167,n379395,Q13148,1
3168,n345182,Q15717,1
3169,n407659,Q9NZI8,1
3170,n346167,Q9Y6M1,1
3171,n379114,Q15717,1
3172,n345168,Q49AS9,1
3173,n410722,Q9Y6M1,1
3174,n374534,Q9Y6M1,1
3175,n409149,Q9UKV8,1
3176,n406914,Q15717,1
3177,n345742,Q07955,1
3178,n376049,Q15717,1
3179,n378108,Q07955,1
3180,n386343,B7ZL34,1
3181,n345746,P31483,1
3182,n381942,Q9Y6M1,1
3183,n381912,Q9Y6M1,1
3184,n406422,O00425,1
3185,n378273,O00425,1
3186,n382015,Q15717,1
3187,n345765,P31483,1
3188,n386100,Q07955,1
3189,n381557,O00425,1
3190,n406900,Q9UL18,1
3191,n406900,Q9UKV8,1
3192,n406900,Q9H9G7,1
3193,n406900,Q9HCK5,1
3194,n378555,Q07955,1
3195,n379792,P31483,1
3196,n344736,Q15717,1
3197,n346537,Q01844,1
3198,n370423,Q15717,1
3199,n345630,P31483,1
3200,n381430,Q9Y6M1,1
3201,n376985,Q9NZI8,1
3202,n409618,Q15717,1
3203,n384684,Q49AS9,1
3204,n381444,Q07955,1
3205,n379244,P35637,1
3206,n370574,P31483,1
3207,n344547,Q15717,1
3208,n344659,Q15717,1
3209,n382184,Q15717,1
3210,n381409,P35637,1
3211,n387393,Q9Y6M1,1
3212,n409540,O00425,1
3213,n367422,Q49AS9,1
3214,n377916,P26599,1
3215,n346196,Q07955,1
3216,n378002,P26599,1
3217,n367646,Q15717,1
3218,n344610,Q9UKV8,1
3219,n346383,Q07955,1
3220,n344971,O00425,1
3221,n371665,Q9Y6M1,1
3222,n369487,Q49AS9,1
3223,n406480,Q9NZI8,1
3224,n383025,Q9UKV8,1
3225,n371761,Q07955,1
3226,n382231,Q9UL18,1
3227,n382231,Q9UKV8,1
3228,n382231,Q9H9G7,1
3229,n382231,Q9HCK5,1
3230,n345433,Q49AS9,1
3231,n385569,Q9Y6M1,1
3232,n382702,O00425,1
3233,n409179,Q9NZI8,1
3234,n377683,Q07955,1
3235,n377284,Q07955,1
3236,n369512,B7ZL34,1
3237,n344530,Q15717,1
3238,n379781,P35637,1
3239,n372205,Q9Y6M1,1
3240,n383077,O00425,1
3241,n376433,Q86X94,1
3242,n384228,P35637,1
3243,n345207,Q15717,1
3244,n345777,Q9UKV8,1
3245,n376424,Q13148,1
3246,n410523,P26599,1
3247,n381430,P35637,1
3248,n374798,Q13148,1
3249,n344807,Q15717,1
3250,n344996,Q15717,1
3251,n379177,Q49AS9,1
3252,n387026,Q07955,1
3253,n387634,Q9HCE1,1
3254,n405705,Q13148,1
3255,n407992,Q9HCE1,1
3256,n385729,Q86X94,1
3257,n384285,Q07955,1
3258,n345032,Q13148,1
3259,n345501,Q07955,1
3260,n363847,Q15717,1
3261,n410799,Q49AS9,1
3262,n383218,P26599,1
3263,n363484,O00425,1
3264,n345185,Q9Y6M1,1
3265,n387531,Q07955,1
3266,n372993,Q9UL18,1
3267,n372993,Q9UKV8,1
3268,n372993,Q9H9G7,1
3269,n372993,Q9HCK5,1
3270,n344800,Q15717,1
3271,n387437,Q49AS9,1
3272,n345101,Q15717,1
3273,n386179,O00425,1
3274,n387060,Q15717,1
3275,n385801,Q15717,1
3276,n346296,P31483,1
3277,n405569,Q9HCE1,1
3278,n344547,Q9Y6M1,1
3279,n387266,P31483,1
3280,n344980,O00425,1
3281,n376985,Q9HCE1,1
3282,n377827,Q9Y6M1,1
3283,n368267,Q9NZI8,1
3284,n344986,Q9NZI8,1
3285,n344871,Q96PU8,1
3286,n409674,Q9NZI8,1
3287,n370423,Q15717,1
3288,n379110,Q86X94,1
3289,n345746,Q49AS9,1
3290,n345455,Q01844,1
3291,n346477,Q07955,1
3292,n408075,Q9NZI8,1
3293,n346472,Q07955,1
3294,n382131,O00425,1
3295,n380100,P35637,1
3296,n383019,P26599,1
3297,n384480,B7ZL34,1
3298,n372291,Q49AS9,1
3299,n379459,Q15717,1
3300,n381076,Q07955,1
3301,n345117,P35637,1
3302,n344651,P31483,1
3303,n386343,O00425,1
3304,n408020,O00425,1
3305,n344798,O00425,1
3306,n383747,Q9Y6M1,1
3307,n377295,Q86X94,1
3308,n409180,Q9NZI8,1
3309,n345455,O00425,1
3310,n346128,O00425,1
3311,n344741,Q49AS9,1
3312,n345618,Q15717,1
3313,n346236,Q07955,1
3314,n385188,Q8NDV7,1
3315,n385188,Q9UPQ9,1
3316,n385188,Q9HCJ0,1
3317,n406346,Q9UKV8,1
3318,n345373,P26599,1
3319,n384430,Q13148,1
3320,n385468,Q01844,1
3321,n372815,Q15717,1
3322,n344957,P26599,1
3323,n406246,Q01844,1
3324,n371241,Q49AS9,1
3325,n345721,P35637,1
3326,n345139,Q9HCE1,1
3327,n378090,Q07955,1
3328,n386655,O00425,1
3329,n410153,Q9Y6M1,1
3330,n344530,P31483,1
3331,n407434,P35637,1
3332,n345653,Q9Y6M1,1
3333,n366704,Q07955,1
3334,n344814,Q86X94,1
3335,n344975,Q15717,1
3336,n344778,Q15717,1
3337,n372815,Q86X94,1
3338,n344535,Q15717,1
3339,n344601,P35637,1
3340,n382440,Q9Y6M1,1
3341,n385729,Q8NDV7,1
3342,n385729,Q9UPQ9,1
3343,n385729,Q9HCJ0,1
3344,n387063,Q01844,1
3345,n372953,Q01844,1
3346,n407071,Q9NZI8,1
3347,n345077,Q9NZI8,1
3348,n377827,Q9UL18,1
3349,n377827,Q9UKV8,1
3350,n377827,Q9H9G7,1
3351,n377827,Q9HCK5,1
3352,n344618,O43251,1
3353,n376985,O00425,1
3354,n345298,O00425,1
3355,n408131,Q15717,1
3356,n383509,O00425,1
3357,n382231,Q01844,1
3358,n344748,Q9Y6M1,1
3359,n370585,Q86X94,1
3360,n382131,Q15717,1
3361,n379717,Q13148,1
3362,n384643,Q13148,1
3363,n344814,O00425,1
3364,n385725,Q86X94,1
3365,n375266,Q15717,1
3366,n385140,Q15717,1
3367,n379676,Q49AS9,1
3368,n375457,Q07955,1
3369,n378108,O00425,1
3370,n409406,Q49AS9,1
3371,n378714,Q9Y6M1,1
3372,n405671,P26599,1
3373,n385951,Q15717,1
3374,n384480,O00425,1
3375,n411020,Q07955,1
3376,n407685,Q07955,1
3377,n345879,Q49AS9,1
3378,n381011,Q9Y6M1,1
3379,n409672,Q9UL18,1
3380,n409672,Q9UKV8,1
3381,n409672,Q9H9G7,1
3382,n409672,Q9HCK5,1
3383,n344691,Q49AS9,1
3384,n345088,Q07955,1
3385,n410462,P35637,1
3386,n377639,O00425,1
3387,n410722,B7ZL34,1
3388,n346532,Q07955,1
3389,n344574,Q86X94,1
3390,n374520,Q13148,1
3391,n411719,Q07955,1
3392,n387719,Q07955,1
3393,n344805,Q15717,1
3394,n381443,Q9Y6M1,1
3395,n408116,Q86X94,1
3396,n384927,O00425,1
3397,n385511,Q9Y6M1,1
3398,n383179,Q15717,1
3399,n383551,Q96PU8,1
3400,n344875,Q15717,1
3401,n344960,Q9NZI8,1
3402,n386362,O00425,1
3403,n375802,Q49AS9,1
3404,n345373,Q07955,1
3405,n345161,Q15717,1
3406,n377766,P35637,1
3407,n387393,Q15717,1
3408,n345457,Q15717,1
3409,n385425,P35637,1
3410,n407383,Q9UL18,1
3411,n407383,Q9UKV8,1
3412,n407383,Q9H9G7,1
3413,n407383,Q9HCK5,1
3414,n381419,P35637,1
3415,n385725,Q96PU8,1
3416,n382181,Q13148,1
3417,n381272,O00425,1
3418,n344986,O00425,1
3419,n378107,Q01844,1
3420,n383026,Q9UKV8,1
3421,n372578,P35637,1
3422,n384573,Q9Y6M1,1
3423,n381970,P31483,1
3424,n410026,Q9NZI8,1
3425,n385273,Q49AS9,1
3426,n409170,Q07955,1
3427,n371141,Q15717,1
3428,n411623,P26599,1
3429,n344604,Q15717,1
3430,n409540,Q9NZI8,1
3431,n368098,Q01844,1
3432,n345934,Q13148,1
3433,n409159,O00425,1
3434,n363537,Q15717,1
3435,n346189,Q15717,1
3436,n382350,Q13148,1
3437,n407775,Q49AS9,1
3438,n385730,Q86X94,1
3439,n380158,P31483,1
3440,n345648,Q9Y6M1,1
3441,n384684,P31483,1
3442,n385730,B7ZL34,1
3443,n367662,Q49AS9,1
3444,n379593,Q15717,1
3445,n386641,O00425,1
3446,n381280,P35637,1
3447,n369735,Q13148,1
3448,n377834,Q9UKV8,1
3449,n375399,Q49AS9,1
3450,n381057,P31483,1
3451,n345465,Q15717,1
3452,n385202,Q9NZI8,1
3453,n384996,Q15717,1
3454,n376477,Q49AS9,1
3455,n409709,Q01844,1
3456,n344530,Q9HCE1,1
3457,n344814,Q9NZI8,1
3458,n380413,Q9NZI8,1
3459,n346545,Q15717,1
3460,n379586,Q07955,1
3461,n407311,P26599,1
3462,n367417,Q15717,1
3463,n385835,O00425,1
3464,n345357,Q15717,1
3465,n409683,Q15717,1
3466,n378866,Q15717,1
3467,n384770,Q9HCE1,1
3468,n344778,B7ZL34,1
3469,n410038,Q13148,1
3470,n345502,Q9HCE1,1
3471,n345468,Q13148,1
3472,n385730,O00425,1
3473,n345765,Q13148,1
3474,n384227,B7ZL34,1
3475,n374530,Q49AS9,1
3476,n381057,Q15717,1
3477,n384754,Q01844,1
3478,n344745,Q8NDV7,1
3479,n344745,Q9UPQ9,1
3480,n344745,Q9HCJ0,1
3481,n386856,Q15717,1
3482,n344621,Q13148,1
3483,n386592,Q9UL18,1
3484,n386592,Q9UKV8,1
3485,n386592,Q9H9G7,1
3486,n386592,Q9HCK5,1
3487,n409683,Q15717,1
3488,n411680,O00425,1
3489,n384996,P35637,1
3490,n345310,P31483,1
3491,n406117,Q07955,1
3492,n410191,Q07955,1
3493,n410671,P35637,1
3494,n345014,Q49AS9,1
3495,n377669,O00425,1
3496,n379717,O00425,1
3497,n345473,Q9HCE1,1
3498,n384656,Q07955,1
3499,n378252,B7ZL34,1
3500,n383233,Q49AS9,1
3501,n374607,O43251,1
3502,n384936,B7ZL34,1
3503,n345885,Q49AS9,1
3504,n382328,Q15717,1
3505,n379167,Q9NZI8,1
3506,n344709,P31483,1
3507,n345807,Q13148,1
3508,n387733,P31483,1
3509,n378279,O00425,1
3510,n383986,P26599,1
3511,n378726,Q15717,1
3512,n379821,O00425,1
3513,n344691,Q15717,1
3514,n346533,P35637,1
3515,n381022,Q13148,1
3516,n383077,Q15717,1
3517,n370205,P31483,1
3518,n381568,O00425,1
3519,n383080,Q49AS9,1
3520,n346101,Q15717,1
3521,n384215,Q15717,1
3522,n405626,O00425,1
3523,n410170,Q07955,1
3524,n377680,Q07955,1
3525,n372080,Q01844,1
3526,n382231,P35637,1
3527,n375462,Q13148,1
3528,n378490,Q96PU8,1
3529,n344598,Q15717,1
3530,n386682,P26599,1
3531,n385842,Q15717,1
3532,n410105,Q07955,1
3533,n379676,Q15717,1
3534,n409149,Q9HCE1,1
3535,n405453,Q07955,1
3536,n386682,P35637,1
3537,n409672,Q86X94,1
3538,n406422,Q9Y6M1,1
3539,n384321,P26599,1
3540,n345045,Q15717,1
3541,n381568,Q15717,1
3542,n373804,Q49AS9,1
3543,n366290,Q15717,1
3544,n384927,Q9Y6M1,1
3545,n384754,P35637,1
3546,n380806,P31483,1
3547,n381839,Q15717,1
3548,n371672,P31483,1
3549,n375266,P35637,1
3550,n410152,Q9UL18,1
3551,n410152,Q9UKV8,1
3552,n410152,Q9H9G7,1
3553,n410152,Q9HCK5,1
3554,n372533,Q15717,1
3555,n367775,O00425,1
3556,n345935,P31483,1
3557,n410108,Q49AS9,1
3558,n407669,Q15717,1
3559,n385729,P35637,1
3560,n409559,Q07955,1
3561,n408051,Q15717,1
3562,n344814,Q15717,1
3563,n385727,Q13148,1
3564,n386770,Q9Y6M1,1
3565,n384140,O00425,1
3566,n408131,Q15717,1
3567,n382687,Q9HCE1,1
3568,n370930,Q9HCE1,1
3569,n406409,Q49AS9,1
3570,n386209,Q15717,1
3571,n387025,P26599,1
3572,n384742,Q01844,1
3573,n374607,Q01844,1
3574,n378238,Q9Y6M1,1
3575,n372815,Q49AS9,1
3576,n410638,P26599,1
3577,n386260,Q9Y6M1,1
3578,n407046,Q15717,1
3579,n386524,P31483,1
3580,n384209,Q15717,1
3581,n408241,Q15717,1
3582,n344559,P31483,1
3583,n378414,Q15717,1
3584,n408131,B7ZL34,1
3585,n385229,P31483,1
3586,n372953,Q8NDV7,1
3587,n372953,Q9UPQ9,1
3588,n372953,Q9HCJ0,1
3589,n345437,P35637,1
3590,n410153,O00425,1
3591,n387402,Q13148,1
3592,n410638,P31483,1
3593,n383693,Q9UKV8,1
3594,n381078,Q9UKV8,1
3595,n379406,O43251,1
3596,n407707,O00425,1
3597,n386770,Q13148,1
3598,n384754,Q15717,1
3599,n381720,Q49AS9,1
3600,n406866,Q15717,1
3601,n371241,Q15717,1
3602,n383693,Q15717,1
3603,n407257,Q15717,1
3604,n371665,Q15717,1
3605,n345040,Q15717,1
3606,n345457,O00425,1
3607,n376049,Q15717,1
3608,n387397,Q9UL18,1
3609,n387397,Q9UKV8,1
3610,n387397,Q9H9G7,1
3611,n387397,Q9HCK5,1
3612,n345971,Q07955,1
3613,n371680,B7ZL34,1
3614,n386735,Q15717,1
3615,n410153,Q15717,1
3616,n382000,Q9UL18,1
3617,n382000,Q9UKV8,1
3618,n382000,Q9H9G7,1
3619,n382000,Q9HCK5,1
3620,n345323,Q13148,1
3621,n384430,Q9Y6M1,1
3622,n344736,Q49AS9,1
3623,n381958,Q13148,1
3624,n344860,P35637,1
3625,n385106,Q9UKV8,1
3626,n410523,Q15717,1
3627,n409179,Q9UL18,1
3628,n409179,Q9UKV8,1
3629,n409179,Q9H9G7,1
3630,n409179,Q9HCK5,1
3631,n370698,P31483,1
3632,n381414,Q15717,1
3633,n385730,Q13148,1
3634,n383794,P35637,1
3635,n345648,O00425,1
3636,n384228,Q86X94,1
3637,n344588,P26599,1
3638,n385106,Q15717,1
3639,n410143,Q9HCE1,1
3640,n384430,Q15717,1
3641,n378252,Q9UL18,1
3642,n378252,Q9UKV8,1
3643,n378252,Q9H9G7,1
3644,n378252,Q9HCK5,1
3645,n386353,Q15717,1
3646,n405566,Q9UKV8,1
3647,n377923,P26599,1
3648,n345781,Q9NZI8,1
3649,n346481,Q15717,1
3650,n367651,P35637,1
3651,n377577,O43251,1
3652,n381754,Q13148,1
3653,n407073,Q13148,1
3654,n345304,P35637,1
3655,n385069,P31483,1
3656,n345405,O00425,1
3657,n383025,O00425,1
3658,n407159,Q07955,1
3659,n375478,Q9NZI8,1
3660,n375659,Q15717,1
3661,n408119,Q9Y6M1,1
3662,n346464,Q9Y6M1,1
3663,n384720,P35637,1
3664,n409548,Q07955,1
3665,n379950,O00425,1
3666,n385318,Q13148,1
3667,n376473,Q86X94,1
3668,n405993,Q15717,1
3669,n386448,Q15717,1
3670,n384720,Q01844,1
3671,n381805,Q13148,1
3672,n371680,Q15717,1
3673,n346282,Q07955,1
3674,n407534,Q9Y6M1,1
3675,n344800,P35637,1
3676,n344531,Q15717,1
3677,n371814,Q13148,1
3678,n411666,Q07955,1
3679,n374607,Q9UL18,1
3680,n374607,Q9UKV8,1
3681,n374607,Q9H9G7,1
3682,n374607,Q9HCK5,1
3683,n346260,Q07955,1
3684,n367887,P35637,1
3685,n385727,P35637,1
3686,n407125,Q49AS9,1
3687,n384757,Q13148,1
3688,n345040,Q86X94,1
3689,n380031,P35637,1
3690,n405558,B7ZL34,1
3691,n344778,Q8NDV7,1
3692,n344778,Q9UPQ9,1
3693,n344778,Q9HCJ0,1
3694,n344610,Q9Y6M1,1
3695,n386770,Q9NZI8,1
3696,n384754,Q9Y6M1,1
3697,n407027,Q9NZI8,1
3698,n410161,Q15717,1
3699,n369469,Q49AS9,1
3700,n386448,Q9Y6M1,1
3701,n372080,Q13148,1
3702,n405951,Q9UKV8,1
3703,n364842,O00425,1
3704,n408119,Q13148,1
3705,n345751,Q49AS9,1
3706,n409402,Q07955,1
3707,n382918,Q15717,1
3708,n365737,O00425,1
3709,n409406,Q9Y6M1,1
3710,n369955,Q07955,1
3711,n385511,P35637,1
3712,n344497,Q13148,1
3713,n383556,Q9Y6M1,1
3714,n377766,Q15717,1
3715,n381878,Q13148,1
3716,n407573,Q9UL18,1
3717,n407573,Q9UKV8,1
3718,n407573,Q9H9G7,1
3719,n407573,Q9HCK5,1
3720,n407311,Q15717,1
3721,n344589,Q49AS9,1
3722,n364511,Q9UKV8,1
3723,n372336,Q9UL18,1
3724,n372336,Q9UKV8,1
3725,n372336,Q9H9G7,1
3726,n372336,Q9HCK5,1
3727,n344721,O00425,1
3728,n381081,Q8NDV7,1
3729,n381081,Q9UPQ9,1
3730,n381081,Q9HCJ0,1
3731,n346094,O00425,1
3732,n405795,Q07955,1
3733,n385188,Q9UL18,1
3734,n385188,Q9UKV8,1
3735,n385188,Q9H9G7,1
3736,n385188,Q9HCK5,1
3737,n381754,Q01844,1
3738,n406134,Q49AS9,1
3739,n344691,P35637,1
3740,n344695,Q01844,1
3741,n385274,Q15717,1
3742,n369419,P31483,1
3743,n345281,Q15717,1
3744,n346200,P35637,1
3745,n346186,Q49AS9,1
3746,n377932,P26599,1
3747,n405255,Q07955,1
3748,n410638,Q9UL18,1
3749,n410638,Q9UKV8,1
3750,n410638,Q9H9G7,1
3751,n410638,Q9HCK5,1
3752,n380175,Q15717,1
3753,n374487,Q07955,1
3754,n384643,Q9HCE1,1
3755,n363631,Q07955,1
3756,n378567,Q15717,1
3757,n363690,Q9NZI8,1
3758,n344659,Q8NDV7,1
3759,n344659,Q9UPQ9,1
3760,n344659,Q9HCJ0,1
3761,n410143,Q15717,1
3762,n407887,Q15717,1
3763,n383231,Q15717,1
3764,n384936,P35637,1
3765,n387266,Q86X94,1
3766,n344601,Q9NZI8,1
3767,n345423,Q15717,1
3768,n385512,Q9Y6M1,1
3769,n383994,Q13148,1
3770,n344678,P31483,1
3771,n377932,Q01844,1
3772,n344749,P31483,1
3773,n383233,Q9HCE1,1
3774,n409529,Q49AS9,1
3775,n378741,P31483,1
3776,n410638,Q86X94,1
3777,n382330,Q13148,1
3778,n410630,O00425,1
3779,n379442,Q9Y6M1,1
3780,n385849,P35637,1
3781,n386231,Q9NZI8,1
3782,n367519,Q15717,1
3783,n346081,Q07955,1
3784,n368511,Q13148,1
3785,n387010,Q49AS9,1
3786,n344960,P35637,1
3787,n344814,Q9UKV8,1
3788,n382083,P35637,1
3789,n405569,Q01844,1
3790,n382143,Q15717,1
3791,n384228,P35637,1
3792,n381022,Q9Y6M1,1
3793,n344547,Q9NZI8,1
3794,n345832,P26599,1
3795,n408131,Q8NDV7,1
3796,n408131,Q9UPQ9,1
3797,n408131,Q9HCJ0,1
3798,n385725,O00425,1
3799,n382511,P26599,1
3800,n385425,Q9UL18,1
3801,n385425,Q9UKV8,1
3802,n385425,Q9H9G7,1
3803,n385425,Q9HCK5,1
3804,n378019,Q9Y6M1,1
3805,n385468,O00425,1
3806,n368164,Q15717,1
3807,n407410,Q15717,1
3808,n344791,Q15717,1
3809,n376411,P35637,1
3810,n386411,B7ZL34,1
3811,n385951,B7ZL34,1
3812,n344996,Q01844,1
3813,n386856,P26599,1
3814,n345337,Q15717,1
3815,n378555,Q15717,1
3816,n385511,Q15717,1
3817,n377677,Q15717,1
3818,n371206,Q07955,1
3819,n344530,Q15717,1
3820,n344724,Q15717,1
3821,n344678,Q13148,1
3822,n407887,Q9HCE1,1
3823,n382181,Q86X94,1
3824,n382224,Q9NZI8,1
3825,n383019,Q15717,1
3826,n387674,Q9NZI8,1
3827,n344814,Q13148,1
3828,n408340,Q9UL18,1
3829,n408340,Q9UKV8,1
3830,n408340,Q9H9G7,1
3831,n408340,Q9HCK5,1
3832,n346465,Q86X94,1
3833,n380693,Q9UKV8,1
3834,n378507,Q07955,1
3835,n344601,Q9Y6M1,1
3836,n344490,Q9UKV8,1
3837,n408890,Q07955,1
3838,n345960,Q07955,1
3839,n386682,Q13148,1
3840,n377015,P31483,1
3841,n377932,P35637,1
3842,n407465,Q15717,1
3843,n383550,Q9Y6M1,1
3844,n374536,Q07955,1
3845,n377670,O00425,1
3846,n407502,Q01844,1
3847,n383565,Q49AS9,1
3848,n382220,Q15717,1
