Query_Seq_ID,Target_Seq_ID,Align_Score,Normalize_Score,Identity,Similarity 
n368764,n344472,477.0,0.19,214/664 (32.2%),289/664 (43.5%)
n344472,n368786,353.5,0.14,172/525 (32.8%),238/525 (45.3%)
n368786,n344472,353.5,0.14,172/525 (32.8%),238/525 (45.3%)
n344472,n369093,473.0,0.19,187/622 (30.1%),267/622 (42.9%)
n369093,n344472,473.0,0.19,187/622 (30.1%),267/622 (42.9%)
n344472,n369186,554.5,0.22,229/870 (26.3%),327/870 (37.6%)
n369186,n344472,554.5,0.22,229/870 (26.3%),327/870 (37.6%)
n344472,n369240,528.5,0.21,228/808 (28.2%),326/808 (40.3%)
n369240,n344472,528.5,0.21,228/808 (28.2%),326/808 (40.3%)
n344472,n369243,229.5,0.09,127/346 (36.7%),148/346 (42.8%)
n369243,n344472,229.5,0.09,127/346 (36.7%),148/346 (42.8%)
n344472,n369376,447.0,0.18,241/886 (27.2%),342/886 (38.6%)
n369376,n344472,447.0,0.18,241/886 (27.2%),342/886 (38.6%)
n344472,n369419,395.5,0.16,187/659 (28.4%),260/659 (39.5%)
n369419,n344472,395.5,0.16,187/659 (28.4%),260/659 (39.5%)
n344472,n369453,554.5,0.22,257/957 (26.9%),355/957 (37.1%)
n369453,n344472,554.5,0.22,257/957 (26.9%),355/957 (37.1%)
n344472,n369469,525.0,0.21,252/1048 (24.0%),354/1048 (33.8%)
n369469,n344472,525.0,0.21,252/1048 (24.0%),354/1048 (33.8%)
n344472,n369487,531.5,0.21,238/710 (33.5%),311/710 (43.8%)
n369487,n344472,531.5,0.21,238/710 (33.5%),311/710 (43.8%)
n344472,n369504,562.5,0.22,243/962 (25.3%),338/962 (35.1%)
n369504,n344472,562.5,0.22,243/962 (25.3%),338/962 (35.1%)
n344472,n369505,450.5,0.18,235/703 (33.4%),297/703 (42.2%)
n369505,n344472,450.5,0.18,235/703 (33.4%),297/703 (42.2%)
n344472,n369512,557.5,0.22,231/745 (31.0%),329/745 (44.2%)
n369512,n344472,557.5,0.22,231/745 (31.0%),329/745 (44.2%)
n344472,n369663,366.0,0.14,152/489 (31.1%),218/489 (44.6%)
n369663,n344472,366.0,0.14,152/489 (31.1%),218/489 (44.6%)
n344472,n369699,435.0,0.17,210/610 (34.4%),277/610 (45.4%)
n369699,n344472,435.0,0.17,210/610 (34.4%),277/610 (45.4%)
n344472,n369735,497.0,0.20,253/965 (26.2%),339/965 (35.1%)
n369735,n344472,497.0,0.20,253/965 (26.2%),339/965 (35.1%)
n344472,n369769,475.0,0.19,227/666 (34.1%),296/666 (44.4%)
n369769,n344472,475.0,0.19,227/666 (34.1%),296/666 (44.4%)
n344472,n369808,451.5,0.18,241/889 (27.1%),318/889 (35.8%)
n369808,n344472,451.5,0.18,241/889 (27.1%),318/889 (35.8%)
n344472,n369876,294.5,0.11,182/564 (32.3%),227/564 (40.2%)
n369876,n344472,294.5,0.11,182/564 (32.3%),227/564 (40.2%)
n344472,n369879,518.0,0.21,253/949 (26.7%),345/949 (36.4%)
n369879,n344472,518.0,0.21,253/949 (26.7%),345/949 (36.4%)
n344472,n369881,545.5,0.22,255/972 (26.2%),345/972 (35.5%)
n369881,n344472,545.5,0.22,255/972 (26.2%),345/972 (35.5%)
n344472,n369925,517.0,0.21,238/795 (29.9%),330/795 (41.5%)
n369925,n344472,517.0,0.21,238/795 (29.9%),330/795 (41.5%)
n344472,n369955,344.0,0.14,150/420 (35.7%),189/420 (45.0%)
n369955,n344472,344.0,0.14,150/420 (35.7%),189/420 (45.0%)
n344472,n369984,396.0,0.16,200/643 (31.1%),271/643 (42.1%)
n369984,n344472,396.0,0.16,200/643 (31.1%),271/643 (42.1%)
n344472,n369995,455.0,0.18,204/662 (30.8%),283/662 (42.7%)
n369995,n344472,455.0,0.18,204/662 (30.8%),283/662 (42.7%)
n344472,n369997,513.5,0.20,259/982 (26.4%),358/982 (36.5%)
n369997,n344472,513.5,0.20,259/982 (26.4%),358/982 (36.5%)
n344472,n370008,507.5,0.20,224/863 (26.0%),321/863 (37.2%)
n370008,n344472,507.5,0.20,224/863 (26.0%),321/863 (37.2%)
n344472,n370013,454.5,0.18,248/876 (28.3%),324/876 (37.0%)
n370013,n344472,454.5,0.18,248/876 (28.3%),324/876 (37.0%)
n344472,n370058,350.0,0.14,174/533 (32.6%),233/533 (43.7%)
n370058,n344472,350.0,0.14,174/533 (32.6%),233/533 (43.7%)
n344472,n370070,307.5,0.12,128/357 (35.9%),164/357 (45.9%)
n370070,n344472,307.5,0.12,128/357 (35.9%),164/357 (45.9%)
n344472,n370090,519.5,0.21,257/847 (30.3%),334/847 (39.4%)
n370090,n344472,519.5,0.21,257/847 (30.3%),334/847 (39.4%)
n344472,n370117,496.0,0.20,236/869 (27.2%),320/869 (36.8%)
n370117,n344472,496.0,0.20,236/869 (27.2%),320/869 (36.8%)
n344472,n370126,211.0,0.08,103/378 (27.2%),150/378 (39.7%)
n370126,n344472,211.0,0.08,103/378 (27.2%),150/378 (39.7%)
n344472,n370152,528.5,0.21,247/839 (29.4%),349/839 (41.6%)
n370152,n344472,528.5,0.21,247/839 (29.4%),349/839 (41.6%)
n344472,n370153,463.0,0.18,218/676 (32.2%),293/676 (43.3%)
n370153,n344472,463.0,0.18,218/676 (32.2%),293/676 (43.3%)
n344472,n370180,498.5,0.20,206/647 (31.8%),290/647 (44.8%)
n370180,n344472,498.5,0.20,206/647 (31.8%),290/647 (44.8%)
n344472,n370204,561.0,0.22,252/842 (29.9%),352/842 (41.8%)
n370204,n344472,561.0,0.22,252/842 (29.9%),352/842 (41.8%)
n344472,n370205,530.0,0.21,213/653 (32.6%),302/653 (46.2%)
n370205,n344472,530.0,0.21,213/653 (32.6%),302/653 (46.2%)
n344472,n370290,482.0,0.19,239/803 (29.8%),317/803 (39.5%)
n370290,n344472,482.0,0.19,239/803 (29.8%),317/803 (39.5%)
n344472,n370423,497.0,0.20,193/668 (28.9%),284/668 (42.5%)
n370423,n344472,497.0,0.20,193/668 (28.9%),284/668 (42.5%)
n344472,n370452,550.5,0.22,235/743 (31.6%),326/743 (43.9%)
n370452,n344472,550.5,0.22,235/743 (31.6%),326/743 (43.9%)
n344472,n370540,535.0,0.21,223/754 (29.6%),310/754 (41.1%)
n370540,n344472,535.0,0.21,223/754 (29.6%),310/754 (41.1%)
n344472,n370542,334.0,0.13,159/518 (30.7%),227/518 (43.8%)
n370542,n344472,334.0,0.13,159/518 (30.7%),227/518 (43.8%)
n344472,n370571,532.5,0.21,242/821 (29.5%),333/821 (40.6%)
n370571,n344472,532.5,0.21,242/821 (29.5%),333/821 (40.6%)
n344472,n370574,558.5,0.22,277/1039 (26.7%),373/1039 (35.9%)
n370574,n344472,558.5,0.22,277/1039 (26.7%),373/1039 (35.9%)
n344472,n370585,467.5,0.19,222/754 (29.4%),307/754 (40.7%)
n370585,n344472,467.5,0.19,222/754 (29.4%),307/754 (40.7%)
n344472,n370618,530.5,0.21,250/999 (25.0%),358/999 (35.8%)
n370618,n344472,530.5,0.21,250/999 (25.0%),358/999 (35.8%)
n344472,n370698,538.5,0.21,268/1074 (25.0%),368/1074 (34.3%)
n370698,n344472,538.5,0.21,268/1074 (25.0%),368/1074 (34.3%)
n344472,n370709,430.5,0.17,185/567 (32.6%),268/567 (47.3%)
n370709,n344472,430.5,0.17,185/567 (32.6%),268/567 (47.3%)
n344472,n370725,516.0,0.21,233/815 (28.6%),327/815 (40.1%)
n370725,n344472,516.0,0.21,233/815 (28.6%),327/815 (40.1%)
n344472,n370849,497.5,0.20,213/719 (29.6%),306/719 (42.6%)
n370849,n344472,497.5,0.20,213/719 (29.6%),306/719 (42.6%)
n344472,n370880,511.5,0.20,248/972 (25.5%),352/972 (36.2%)
n370880,n344472,511.5,0.20,248/972 (25.5%),352/972 (36.2%)
n344472,n370923,240.0,0.09,133/430 (30.9%),171/430 (39.8%)
n370923,n344472,240.0,0.09,133/430 (30.9%),171/430 (39.8%)
n344472,n370930,525.5,0.21,240/863 (27.8%),326/863 (37.8%)
n370930,n344472,525.5,0.21,240/863 (27.8%),326/863 (37.8%)
n344472,n370995,483.5,0.19,239/793 (30.1%),327/793 (41.2%)
n370995,n344472,483.5,0.19,239/793 (30.1%),327/793 (41.2%)
n344472,n371141,550.0,0.22,237/849 (27.9%),341/849 (40.2%)
n371141,n344472,550.0,0.22,237/849 (27.9%),341/849 (40.2%)
n344472,n371176,470.5,0.19,250/914 (27.4%),342/914 (37.4%)
n371176,n344472,470.5,0.19,250/914 (27.4%),342/914 (37.4%)
n344472,n371206,469.5,0.19,224/752 (29.8%),300/752 (39.9%)
n371206,n344472,469.5,0.19,224/752 (29.8%),300/752 (39.9%)
n344472,n371225,304.5,0.12,143/550 (26.0%),214/550 (38.9%)
n371225,n344472,304.5,0.12,143/550 (26.0%),214/550 (38.9%)
n344472,n371241,525.5,0.21,226/738 (30.6%),319/738 (43.2%)
n371241,n344472,525.5,0.21,226/738 (30.6%),319/738 (43.2%)
n344472,n371273,540.0,0.21,248/846 (29.3%),338/846 (40.0%)
n371273,n344472,540.0,0.21,248/846 (29.3%),338/846 (40.0%)
n344472,n371301,565.5,0.23,248/909 (27.3%),354/909 (38.9%)
n371301,n344472,565.5,0.23,248/909 (27.3%),354/909 (38.9%)
n344472,n371342,413.5,0.16,178/639 (27.9%),270/639 (42.3%)
n371342,n344472,413.5,0.16,178/639 (27.9%),270/639 (42.3%)
n344472,n371453,454.5,0.18,203/650 (31.2%),280/650 (43.1%)
n371453,n344472,454.5,0.18,203/650 (31.2%),280/650 (43.1%)
n344472,n371524,582.0,0.23,248/873 (28.4%),347/873 (39.7%)
n371524,n344472,582.0,0.23,248/873 (28.4%),347/873 (39.7%)
n344472,n371552,561.5,0.22,243/899 (27.0%),344/899 (38.3%)
n371552,n344472,561.5,0.22,243/899 (27.0%),344/899 (38.3%)
n344472,n371587,510.5,0.20,255/902 (28.3%),339/902 (37.6%)
n371587,n344472,510.5,0.20,255/902 (28.3%),339/902 (37.6%)
n344472,n371665,527.0,0.21,233/779 (29.9%),321/779 (41.2%)
n371665,n344472,527.0,0.21,233/779 (29.9%),321/779 (41.2%)
n344472,n371667,542.5,0.22,257/786 (32.7%),333/786 (42.4%)
n371667,n344472,542.5,0.22,257/786 (32.7%),333/786 (42.4%)
n344472,n371670,514.0,0.20,247/703 (35.1%),320/703 (45.5%)
n371670,n344472,514.0,0.20,247/703 (35.1%),320/703 (45.5%)
n344472,n371672,500.5,0.20,222/700 (31.7%),307/700 (43.9%)
n371672,n344472,500.5,0.20,222/700 (31.7%),307/700 (43.9%)
n344472,n371673,559.0,0.22,257/861 (29.8%),352/861 (40.9%)
n371673,n344472,559.0,0.22,257/861 (29.8%),352/861 (40.9%)
n344472,n371680,563.5,0.22,261/910 (28.7%),359/910 (39.5%)
n371680,n344472,563.5,0.22,261/910 (28.7%),359/910 (39.5%)
n344472,n371684,595.5,0.24,237/774 (30.6%),330/774 (42.6%)
n371684,n344472,595.5,0.24,237/774 (30.6%),330/774 (42.6%)
n344472,n371761,450.0,0.18,194/645 (30.1%),275/645 (42.6%)
n371761,n344472,450.0,0.18,194/645 (30.1%),275/645 (42.6%)
n344472,n371778,457.0,0.18,182/545 (33.4%),262/545 (48.1%)
n371778,n344472,457.0,0.18,182/545 (33.4%),262/545 (48.1%)
n344472,n371814,510.5,0.20,250/835 (29.9%),330/835 (39.5%)
n371814,n344472,510.5,0.20,250/835 (29.9%),330/835 (39.5%)
n344472,n371891,525.5,0.21,254/904 (28.1%),351/904 (38.8%)
n371891,n344472,525.5,0.21,254/904 (28.1%),351/904 (38.8%)
n344472,n371907,432.5,0.17,209/627 (33.3%),275/627 (43.9%)
n371907,n344472,432.5,0.17,209/627 (33.3%),275/627 (43.9%)
n344472,n371910,453.5,0.18,202/681 (29.7%),286/681 (42.0%)
n371910,n344472,453.5,0.18,202/681 (29.7%),286/681 (42.0%)
n344472,n371912,415.0,0.16,198/571 (34.7%),251/571 (44.0%)
n371912,n344472,415.0,0.16,198/571 (34.7%),251/571 (44.0%)
n344472,n371915,466.5,0.19,222/728 (30.5%),303/728 (41.6%)
n371915,n344472,466.5,0.19,222/728 (30.5%),303/728 (41.6%)
n344472,n371934,468.0,0.19,204/746 (27.3%),293/746 (39.3%)
n371934,n344472,468.0,0.19,204/746 (27.3%),293/746 (39.3%)
n344472,n371938,477.0,0.19,253/726 (34.8%),310/726 (42.7%)
n371938,n344472,477.0,0.19,253/726 (34.8%),310/726 (42.7%)
n344472,n372019,548.0,0.22,260/883 (29.4%),363/883 (41.1%)
n372019,n344472,548.0,0.22,260/883 (29.4%),363/883 (41.1%)
n344472,n372030,511.5,0.20,248/912 (27.2%),352/912 (38.6%)
n372030,n344472,511.5,0.20,248/912 (27.2%),352/912 (38.6%)
n344472,n372080,572.0,0.23,253/811 (31.2%),339/811 (41.8%)
n372080,n344472,572.0,0.23,253/811 (31.2%),339/811 (41.8%)
n344472,n372205,499.5,0.20,253/890 (28.4%),357/890 (40.1%)
n372205,n344472,499.5,0.20,253/890 (28.4%),357/890 (40.1%)
n344472,n372291,586.0,0.23,217/703 (30.9%),314/703 (44.7%)
n372291,n344472,586.0,0.23,217/703 (30.9%),314/703 (44.7%)
n344472,n372317,428.0,0.17,192/682 (28.2%),286/682 (41.9%)
n372317,n344472,428.0,0.17,192/682 (28.2%),286/682 (41.9%)
n344472,n372336,469.5,0.19,225/796 (28.3%),319/796 (40.1%)
n372336,n344472,469.5,0.19,225/796 (28.3%),319/796 (40.1%)
n344472,n372403,496.0,0.20,234/684 (34.2%),310/684 (45.3%)
n372403,n344472,496.0,0.20,234/684 (34.2%),310/684 (45.3%)
n344472,n372462,398.5,0.16,197/706 (27.9%),270/706 (38.2%)
n372462,n344472,398.5,0.16,197/706 (27.9%),270/706 (38.2%)
n344472,n372503,450.5,0.18,183/531 (34.5%),251/531 (47.3%)
n372503,n344472,450.5,0.18,183/531 (34.5%),251/531 (47.3%)
n344472,n372524,525.5,0.21,263/902 (29.2%),352/902 (39.0%)
n372524,n344472,525.5,0.21,263/902 (29.2%),352/902 (39.0%)
n344472,n372533,474.0,0.19,226/757 (29.9%),314/757 (41.5%)
n372533,n344472,474.0,0.19,226/757 (29.9%),314/757 (41.5%)
n344472,n372578,547.0,0.22,247/785 (31.5%),338/785 (43.1%)
n372578,n344472,547.0,0.22,247/785 (31.5%),338/785 (43.1%)
n344472,n372614,546.5,0.22,253/839 (30.2%),343/839 (40.9%)
n372614,n344472,546.5,0.22,253/839 (30.2%),343/839 (40.9%)
n344472,n372674,562.0,0.22,242/767 (31.6%),321/767 (41.9%)
n372674,n344472,562.0,0.22,242/767 (31.6%),321/767 (41.9%)
n344472,n372685,380.5,0.15,171/529 (32.3%),244/529 (46.1%)
n372685,n344472,380.5,0.15,171/529 (32.3%),244/529 (46.1%)
n344472,n372718,556.0,0.22,226/730 (31.0%),332/730 (45.5%)
n372718,n344472,556.0,0.22,226/730 (31.0%),332/730 (45.5%)
n344472,n372725,441.5,0.17,217/681 (31.9%),294/681 (43.2%)
n372725,n344472,441.5,0.17,217/681 (31.9%),294/681 (43.2%)
n344472,n372769,541.5,0.22,252/937 (26.9%),354/937 (37.8%)
n372769,n344472,541.5,0.22,252/937 (26.9%),354/937 (37.8%)
n344472,n372786,563.0,0.22,266/931 (28.6%),364/931 (39.1%)
n372786,n344472,563.0,0.22,266/931 (28.6%),364/931 (39.1%)
n344472,n372815,460.5,0.18,210/649 (32.4%),284/649 (43.8%)
n372815,n344472,460.5,0.18,210/649 (32.4%),284/649 (43.8%)
n344472,n372903,547.5,0.22,229/765 (29.9%),331/765 (43.3%)
n372903,n344472,547.5,0.22,229/765 (29.9%),331/765 (43.3%)
n344472,n372916,524.0,0.21,248/989 (25.1%),349/989 (35.3%)
n372916,n344472,524.0,0.21,248/989 (25.1%),349/989 (35.3%)
n344472,n372935,514.5,0.20,226/742 (30.5%),319/742 (43.0%)
n372935,n344472,514.5,0.20,226/742 (30.5%),319/742 (43.0%)
n344472,n372944,524.0,0.21,264/872 (30.3%),349/872 (40.0%)
n372944,n344472,524.0,0.21,264/872 (30.3%),349/872 (40.0%)
n344472,n372953,520.5,0.21,239/782 (30.6%),338/782 (43.2%)
n372953,n344472,520.5,0.21,239/782 (30.6%),338/782 (43.2%)
n344472,n372986,460.5,0.18,176/580 (30.3%),260/580 (44.8%)
n372986,n344472,460.5,0.18,176/580 (30.3%),260/580 (44.8%)
n344472,n372987,551.0,0.22,263/991 (26.5%),366/991 (36.9%)
n372987,n344472,551.0,0.22,263/991 (26.5%),366/991 (36.9%)
n344472,n372993,566.5,0.23,246/775 (31.7%),330/775 (42.6%)
n372993,n344472,566.5,0.23,246/775 (31.7%),330/775 (42.6%)
n344472,n373241,568.5,0.23,255/836 (30.5%),343/836 (41.0%)
n373241,n344472,568.5,0.23,255/836 (30.5%),343/836 (41.0%)
n344472,n373361,560.0,0.22,276/1052 (26.2%),368/1052 (35.0%)
n373361,n344472,560.0,0.22,276/1052 (26.2%),368/1052 (35.0%)
n344472,n373434,505.0,0.20,248/820 (30.2%),326/820 (39.8%)
n373434,n344472,505.0,0.20,248/820 (30.2%),326/820 (39.8%)
n344472,n373555,580.0,0.23,249/806 (30.9%),341/806 (42.3%)
n373555,n344472,580.0,0.23,249/806 (30.9%),341/806 (42.3%)
n344472,n373563,576.5,0.23,272/1141 (23.8%),380/1141 (33.3%)
n373563,n344472,576.5,0.23,272/1141 (23.8%),380/1141 (33.3%)
n344472,n373575,527.5,0.21,235/772 (30.4%),315/772 (40.8%)
n373575,n344472,527.5,0.21,235/772 (30.4%),315/772 (40.8%)
n344472,n373685,582.5,0.23,257/825 (31.2%),343/825 (41.6%)
n373685,n344472,582.5,0.23,257/825 (31.2%),343/825 (41.6%)
n344472,n373706,535.0,0.21,232/668 (34.7%),307/668 (46.0%)
n373706,n344472,535.0,0.21,232/668 (34.7%),307/668 (46.0%)
n344472,n373758,430.5,0.17,175/597 (29.3%),256/597 (42.9%)
n373758,n344472,430.5,0.17,175/597 (29.3%),256/597 (42.9%)
n344472,n373787,563.5,0.22,240/772 (31.1%),330/772 (42.7%)
n373787,n344472,563.5,0.22,240/772 (31.1%),330/772 (42.7%)
n344472,n373788,536.0,0.21,232/746 (31.1%),322/746 (43.2%)
n373788,n344472,536.0,0.21,232/746 (31.1%),322/746 (43.2%)
n344472,n373790,584.0,0.23,257/895 (28.7%),355/895 (39.7%)
n373790,n344472,584.0,0.23,257/895 (28.7%),355/895 (39.7%)
n344472,n373804,526.5,0.21,226/713 (31.7%),320/713 (44.9%)
n373804,n344472,526.5,0.21,226/713 (31.7%),320/713 (44.9%)
n344472,n373805,540.0,0.21,254/992 (25.6%),368/992 (37.1%)
n373805,n344472,540.0,0.21,254/992 (25.6%),368/992 (37.1%)
n344472,n373865,528.5,0.21,253/835 (30.3%),339/835 (40.6%)
n373865,n344472,528.5,0.21,253/835 (30.3%),339/835 (40.6%)
n344472,n373886,530.5,0.21,233/870 (26.8%),335/870 (38.5%)
n373886,n344472,530.5,0.21,233/870 (26.8%),335/870 (38.5%)
n344472,n373943,526.0,0.21,236/772 (30.6%),317/772 (41.1%)
n373943,n344472,526.0,0.21,236/772 (30.6%),317/772 (41.1%)
n344472,n373957,558.0,0.22,233/795 (29.3%),333/795 (41.9%)
n373957,n344472,558.0,0.22,233/795 (29.3%),333/795 (41.9%)
n344472,n374027,253.0,0.10,129/447 (28.9%),170/447 (38.0%)
n374027,n344472,253.0,0.10,129/447 (28.9%),170/447 (38.0%)
n344472,n374061,560.5,0.22,284/1144 (24.8%),382/1144 (33.4%)
n374061,n344472,560.5,0.22,284/1144 (24.8%),382/1144 (33.4%)
n344472,n374109,246.5,0.10,114/325 (35.1%),149/325 (45.8%)
n374109,n344472,246.5,0.10,114/325 (35.1%),149/325 (45.8%)
n344472,n374138,325.0,0.13,154/464 (33.2%),211/464 (45.5%)
n374138,n344472,325.0,0.13,154/464 (33.2%),211/464 (45.5%)
n344472,n374240,499.0,0.20,246/918 (26.8%),346/918 (37.7%)
n374240,n344472,499.0,0.20,246/918 (26.8%),346/918 (37.7%)
n344472,n374487,546.5,0.22,264/981 (26.9%),351/981 (35.8%)
n374487,n344472,546.5,0.22,264/981 (26.9%),351/981 (35.8%)
n344472,n374497,532.0,0.21,243/862 (28.2%),349/862 (40.5%)
n374497,n344472,532.0,0.21,243/862 (28.2%),349/862 (40.5%)
n344472,n374499,510.5,0.20,229/768 (29.8%),319/768 (41.5%)
n374499,n344472,510.5,0.20,229/768 (29.8%),319/768 (41.5%)
n344472,n374520,572.0,0.23,258/999 (25.8%),354/999 (35.4%)
n374520,n344472,572.0,0.23,258/999 (25.8%),354/999 (35.4%)
n344472,n374530,564.5,0.22,253/917 (27.6%),363/917 (39.6%)
n374530,n344472,564.5,0.22,253/917 (27.6%),363/917 (39.6%)
n344472,n374534,533.5,0.21,266/878 (30.3%),356/878 (40.5%)
n374534,n344472,533.5,0.21,266/878 (30.3%),356/878 (40.5%)
n344472,n374536,349.0,0.14,222/855 (26.0%),314/855 (36.7%)
n374536,n344472,349.0,0.14,222/855 (26.0%),314/855 (36.7%)
n344472,n374538,334.0,0.13,172/519 (33.1%),214/519 (41.2%)
n374538,n344472,334.0,0.13,172/519 (33.1%),214/519 (41.2%)
n344472,n374604,488.5,0.19,244/835 (29.2%),338/835 (40.5%)
n374604,n344472,488.5,0.19,244/835 (29.2%),338/835 (40.5%)
n344472,n374607,578.5,0.23,258/857 (30.1%),357/857 (41.7%)
n374607,n344472,578.5,0.23,258/857 (30.1%),357/857 (41.7%)
n344472,n374652,552.5,0.22,246/830 (29.6%),346/830 (41.7%)
n374652,n344472,552.5,0.22,246/830 (29.6%),346/830 (41.7%)
n344472,n374660,456.0,0.18,232/729 (31.8%),311/729 (42.7%)
n374660,n344472,456.0,0.18,232/729 (31.8%),311/729 (42.7%)
n344472,n374751,582.0,0.23,241/827 (29.1%),340/827 (41.1%)
n374751,n344472,582.0,0.23,241/827 (29.1%),340/827 (41.1%)
n344472,n374798,563.5,0.22,278/1068 (26.0%),367/1068 (34.4%)
n374798,n344472,563.5,0.22,278/1068 (26.0%),367/1068 (34.4%)
n344472,n374801,492.0,0.20,229/745 (30.7%),309/745 (41.5%)
n374801,n344472,492.0,0.20,229/745 (30.7%),309/745 (41.5%)
n344472,n374890,607.5,0.24,263/988 (26.6%),370/988 (37.4%)
n374890,n344472,607.5,0.24,263/988 (26.6%),370/988 (37.4%)
n344472,n375021,535.5,0.21,261/946 (27.6%),352/946 (37.2%)
n375021,n344472,535.5,0.21,261/946 (27.6%),352/946 (37.2%)
n344472,n375063,533.5,0.21,267/993 (26.9%),366/993 (36.9%)
n375063,n344472,533.5,0.21,267/993 (26.9%),366/993 (36.9%)
n344472,n375097,548.0,0.22,231/721 (32.0%),323/721 (44.8%)
n375097,n344472,548.0,0.22,231/721 (32.0%),323/721 (44.8%)
n344472,n375209,494.5,0.20,237/814 (29.1%),313/814 (38.5%)
n375209,n344472,494.5,0.20,237/814 (29.1%),313/814 (38.5%)
n344472,n375212,473.5,0.19,211/712 (29.6%),307/712 (43.1%)
n375212,n344472,473.5,0.19,211/712 (29.6%),307/712 (43.1%)
n344472,n375243,332.5,0.13,147/507 (29.0%),215/507 (42.4%)
n375243,n344472,332.5,0.13,147/507 (29.0%),215/507 (42.4%)
n344472,n375244,343.0,0.13,213/738 (28.9%),279/738 (37.8%)
n375244,n344472,343.0,0.13,213/738 (28.9%),279/738 (37.8%)
n344472,n375266,569.0,0.23,253/931 (27.2%),362/931 (38.9%)
n375266,n344472,569.0,0.23,253/931 (27.2%),362/931 (38.9%)
n344472,n375267,541.0,0.22,243/889 (27.3%),341/889 (38.4%)
n375267,n344472,541.0,0.22,243/889 (27.3%),341/889 (38.4%)
n344472,n375270,324.0,0.13,181/549 (33.0%),235/549 (42.8%)
n375270,n344472,324.0,0.13,181/549 (33.0%),235/549 (42.8%)
n344472,n375299,554.5,0.22,253/824 (30.7%),340/824 (41.3%)
n375299,n344472,554.5,0.22,253/824 (30.7%),340/824 (41.3%)
n344472,n375318,312.0,0.12,172/553 (31.1%),222/553 (40.1%)
n375318,n344472,312.0,0.12,172/553 (31.1%),222/553 (40.1%)
n344472,n375340,109.0,0.04,74/373 (19.8%),138/373 (37.0%)
n375340,n344472,109.0,0.04,74/373 (19.8%),138/373 (37.0%)
n344472,n375390,251.0,0.10,162/523 (31.0%),197/523 (37.7%)
n375390,n344472,251.0,0.10,162/523 (31.0%),197/523 (37.7%)
n344472,n375399,508.5,0.20,264/793 (33.3%),334/793 (42.1%)
n375399,n344472,508.5,0.20,264/793 (33.3%),334/793 (42.1%)
n344472,n375457,497.0,0.20,249/787 (31.6%),318/787 (40.4%)
n375457,n344472,497.0,0.20,249/787 (31.6%),318/787 (40.4%)
n344472,n375459,420.5,0.17,200/589 (34.0%),271/589 (46.0%)
n375459,n344472,420.5,0.17,200/589 (34.0%),271/589 (46.0%)
n344472,n375462,519.5,0.21,229/826 (27.7%),330/826 (40.0%)
n375462,n344472,519.5,0.21,229/826 (27.7%),330/826 (40.0%)
n344472,n375473,560.5,0.22,241/825 (29.2%),340/825 (41.2%)
n375473,n344472,560.5,0.22,241/825 (29.2%),340/825 (41.2%)
n344472,n375477,547.0,0.22,231/781 (29.6%),336/781 (43.0%)
n375477,n344472,547.0,0.22,231/781 (29.6%),336/781 (43.0%)
n344472,n375478,547.0,0.22,231/781 (29.6%),336/781 (43.0%)
n375478,n344472,547.0,0.22,231/781 (29.6%),336/781 (43.0%)
n344472,n375522,583.5,0.23,270/872 (31.0%),340/872 (39.0%)
n375522,n344472,583.5,0.23,270/872 (31.0%),340/872 (39.0%)
n344472,n375526,387.0,0.15,219/688 (31.8%),268/688 (39.0%)
n375526,n344472,387.0,0.15,219/688 (31.8%),268/688 (39.0%)
n344472,n375577,553.0,0.22,222/745 (29.8%),322/745 (43.2%)
n375577,n344472,553.0,0.22,222/745 (29.8%),322/745 (43.2%)
n344472,n375578,469.0,0.19,215/853 (25.2%),312/853 (36.6%)
n375578,n344472,469.0,0.19,215/853 (25.2%),312/853 (36.6%)
n344472,n375603,317.5,0.12,154/571 (27.0%),231/571 (40.5%)
n375603,n344472,317.5,0.12,154/571 (27.0%),231/571 (40.5%)
n344472,n375625,557.0,0.22,251/814 (30.8%),344/814 (42.3%)
n375625,n344472,557.0,0.22,251/814 (30.8%),344/814 (42.3%)
n344472,n375630,569.0,0.23,247/884 (27.9%),349/884 (39.5%)
n375630,n344472,569.0,0.23,247/884 (27.9%),349/884 (39.5%)
n344472,n375659,401.5,0.16,217/787 (27.6%),309/787 (39.3%)
n375659,n344472,401.5,0.16,217/787 (27.6%),309/787 (39.3%)
n344472,n375683,359.5,0.14,148/439 (33.7%),199/439 (45.3%)
n375683,n344472,359.5,0.14,148/439 (33.7%),199/439 (45.3%)
n344472,n375703,583.5,0.23,270/872 (31.0%),340/872 (39.0%)
n375703,n344472,583.5,0.23,270/872 (31.0%),340/872 (39.0%)
n344472,n375715,512.0,0.20,247/898 (27.5%),341/898 (38.0%)
n375715,n344472,512.0,0.20,247/898 (27.5%),341/898 (38.0%)
n344472,n375744,385.5,0.15,170/528 (32.2%),238/528 (45.1%)
n375744,n344472,385.5,0.15,170/528 (32.2%),238/528 (45.1%)
n344472,n375745,376.5,0.15,225/812 (27.7%),294/812 (36.2%)
n375745,n344472,376.5,0.15,225/812 (27.7%),294/812 (36.2%)
n344472,n375746,400.5,0.16,230/880 (26.1%),303/880 (34.4%)
n375746,n344472,400.5,0.16,230/880 (26.1%),303/880 (34.4%)
n344472,n375747,328.0,0.13,191/597 (32.0%),233/597 (39.0%)
